id,title,location,category,price,poster,date_posted,source,vertical,poster_type,subject_category,instruction_lang,level,classification,confidence,is_remote,reasoning,description_preview,description_source,was_reanalyzed,url
N/A,"🚀 devenez tuteur à lyon : flexibilité, rémunération attractive & impact réel | gostudent",Lyon,N/A,N/A,Centre de Cours Particuliers GoStudent - Lyon,10/04,voscours,tutoring,student,other,french,all_levels,remote,HIGH,Yes,"LLM: GoStudent recruiting online tutors, Lyon-based","🚀 devenez tuteur à lyon : flexibilité, rémunération attractive & impact réel | gostudent",listing_page,No,https://www.voscours.fr/offre-emploi-francais-lyon/-devenez-tuteur-lyon-flexibilite-remuneration-attractive-impact-reel-gostudent-6670012
N/A,"🚀 devenez tuteur à lyon : flexibilité, rémunération attractive & impact réel | gostudent",Lyon,N/A,N/A,Centre de Cours Particuliers GoStudent - Lyon,10/04,voscours,tutoring,student,other,french,all_levels,remote,HIGH,Yes,"LLM: GoStudent recruiting online tutors, Lyon-based","🚀 devenez tuteur à lyon : flexibilité, rémunération attractive & impact réel | gostudent",listing_page,No,https://www.voscours.fr/offre-emploi-physique-lyon/-devenez-tuteur-lyon-flexibilite-remuneration-attractive-impact-reel-gostudent-6670013
N/A,"🚀 devenez tuteur à lyon : flexibilité, rémunération attractive & impact réel | gostudent",Lyon,N/A,N/A,Centre de Cours Particuliers GoStudent - Lyon,10/04,voscours,tutoring,student,other,french,all_levels,remote,HIGH,Yes,"LLM: GoStudent recruiting online tutors, Lyon-based","🚀 devenez tuteur à lyon : flexibilité, rémunération attractive & impact réel | gostudent",listing_page,No,https://www.voscours.fr/offre-emploi-mathematiques-appliquees-lyon/-devenez-tuteur-lyon-flexibilite-remuneration-attractive-impact-reel-gostudent-6670015
N/A,J’ai besoin du soutien scolaire pour le niveau collège,Limoges,N/A,N/A,Guillaume,10/04,voscours,tutoring,student,other,french,secondary,remote,HIGH,Yes,LLM: collège implies secondary; no location constraint,J’ai besoin du soutien scolaire pour le niveau collège,listing_page,No,https://www.voscours.fr/annonces/eleves/6901918
N/A,French tutors is needed for a french course,Saint-Étienne,N/A,N/A,Cayive,N/A,voscours,tutoring,student,languages,french,unknown,remote,MEDIUM,Yes,LLM: no physical constraint; needs French tutor,French tutors is needed for a french course,listing_page,No,https://www.voscours.fr/annonces/eleves/6819584
N/A,I am currently looking for available french tutor for tutoring,Metz,N/A,N/A,Anderson,10/04,voscours,tutoring,student,languages,english,unknown,remote,HIGH,Yes,LLM: student seeks French tutor online,I am currently looking for available french tutor for tutoring,listing_page,No,https://www.voscours.fr/annonces/eleves/6901770
N/A,Hello. i am looking for available french teacher,Marseille,N/A,N/A,Marcus,10/04,voscours,tutoring,student,languages,french,all_levels,remote,HIGH,Yes,"LLM: student seeks French teacher, no location constraint",Hello. i am looking for available french teacher,listing_page,No,https://www.voscours.fr/annonces/eleves/6901756
N/A,"We are in need of an online tutor, a calisthenia tutor",Paris,N/A,N/A,Susanblonde,10/04,voscours,tutoring,student,other,english,all_levels,remote,HIGH,Yes,LLM: online calisthenics tutor requested,"We are in need of an online tutor, a calisthenia tutor",listing_page,No,https://www.voscours.fr/annonces/eleves/6901572
N/A,Je cherche un(e) professeur(e) pour appendre ukulélée,Paris,N/A,N/A,Abhinav,20/03,voscours,tutoring,student,music,french,adult,remote,HIGH,Yes,"LLM: Paris learner seeks uke teacher, no physical constraint",Je cherche un(e) professeur(e) pour appendre ukulélée,listing_page,No,https://www.voscours.fr/annonces/eleves/6861619
N/A,Je cherche des heures cours particulier de maths pour ma fille de tle,Angers,N/A,N/A,Anto,N/A,voscours,tutoring,student,math_science,french,secondary,remote,HIGH,Yes,LLM: French parent seeks math tutor for terminale student,Je cherche des heures cours particulier de maths pour ma fille de tle,listing_page,No,https://www.voscours.fr/annonces/eleves/6720457
N/A,We're in need of a romano tutor for a course,Reims,N/A,N/A,Pearl Betty,10/04,voscours,tutoring,student,languages,french,unknown,remote,MEDIUM,Yes,LLM: institution seeks Romani language tutor,We're in need of a romano tutor for a course,listing_page,No,https://www.voscours.fr/annonces/eleves/6901474
N/A,Hello tutor are needed for a language task,Perpignan,N/A,N/A,Hernando,10/04,voscours,tutoring,student,languages,english,unknown,remote,MEDIUM,Yes,LLM: language task implies online language help,Hello tutor are needed for a language task,listing_page,No,https://www.voscours.fr/annonces/eleves/6901467
N/A,We are in search of english tutor for private classes,Nice,N/A,N/A,Katarina rostova,10/04,voscours,tutoring,student,languages,english,unknown,remote,HIGH,Yes,"LLM: institution seeks English tutor, no physical constraint",We are in search of english tutor for private classes,listing_page,No,https://www.voscours.fr/annonces/eleves/6901460
N/A,Hello tutors are needed for a lesson on italiano,Fontaine-lès-Dijon,N/A,N/A,Lopez,10/04,voscours,tutoring,student,languages,french,unknown,remote,HIGH,Yes,"LLM: student seeks Italian tutor, no physical constraint",Hello tutors are needed for a lesson on italiano,listing_page,No,https://www.voscours.fr/annonces/eleves/6901459
N/A,Je cherche un professeur d'allemand pour m'aider,Paris,N/A,N/A,Blanchart,N/A,voscours,tutoring,student,languages,french,unknown,remote,HIGH,Yes,LLM: French student seeks German tutor,Je cherche un professeur d'allemand pour m'aider,listing_page,No,https://www.voscours.fr/annonces/eleves/6819137
N/A,Cherche de l’aide en maths pour ma fille,Grenoble,N/A,N/A,Guillaume,09/04,voscours,tutoring,student,math_science,french,secondary,remote,MEDIUM,Yes,LLM: no location constraint; parent seeks math help,Cherche de l’aide en maths pour ma fille,listing_page,No,https://www.voscours.fr/annonces/eleves/6903717
N/A,Je cherche un/une professeur d’informatique,Nice,N/A,N/A,Rihana,N/A,voscours,tutoring,student,technology,french,all_levels,remote,HIGH,Yes,LLM: no location constraint; French poster seeking CS teacher,Je cherche un/une professeur d’informatique,listing_page,No,https://www.voscours.fr/annonces/eleves/6818954
N/A,Hello we're in need of a tutor for a lesson on hebrew,Lille,N/A,N/A,Henry,19/03,voscours,tutoring,student,languages,english,all_levels,remote,HIGH,Yes,LLM: student seeks Hebrew tutor; no physical constraint,Hello we're in need of a tutor for a lesson on hebrew,listing_page,No,https://www.voscours.fr/annonces/eleves/6861224
N/A,Cherche cours particulier de mathématiques niveau terminale,Rennes,N/A,N/A,Anto,N/A,voscours,tutoring,student,math_science,french,secondary,remote,HIGH,Yes,LLM: French student seeks final-year math tutoring,Cherche cours particulier de mathématiques niveau terminale,listing_page,No,https://www.voscours.fr/annonces/eleves/6720470
N/A,Online biology tutors are urgently needed for classes,Rennes,N/A,N/A,Kendrick Gibson,N/A,voscours,tutoring,student,math_science,english,all_levels,remote,HIGH,Yes,LLM: urgent online biology tutors needed,Online biology tutors are urgently needed for classes,listing_page,No,https://www.voscours.fr/annonces/eleves/6818491
N/A,Russian teachers are in need for personal classes,Reims,N/A,N/A,Frederick,19/03,voscours,tutoring,student,languages,other,all_levels,remote,HIGH,Yes,"LLM: student seeks Russian tutor, no physical constraint",Russian teachers are in need for personal classes,listing_page,No,https://www.voscours.fr/annonces/eleves/6860785
N/A,Je cherche des cours de dessin pour mon plaisir personnel,Annecy-le-Vieux,N/A,N/A,Anaelle Gaillard,N/A,voscours,tutoring,student,arts_humanities,french,adult,remote,HIGH,Yes,LLM: adult student seeks French drawing lessons,Je cherche des cours de dessin pour mon plaisir personnel,listing_page,No,https://www.voscours.fr/annonces/eleves/6817898
N/A,Je cherche des cours de maths pour mon fils,Saint-Médard-d'Eyrans,N/A,N/A,Celine Merlin,N/A,voscours,tutoring,student,math_science,french,secondary,remote,MEDIUM,Yes,"LLM: parent seeks math tutor, no location constraint",Je cherche des cours de maths pour mon fils,listing_page,No,https://www.voscours.fr/annonces/eleves/6770548
N/A,Hello. i am looking for a french tutor for tutoring,Lyon,N/A,N/A,Marcus,09/04,voscours,tutoring,student,languages,english,unknown,remote,HIGH,Yes,"LLM: student seeks French tutor, no location constraint",Hello. i am looking for a french tutor for tutoring,listing_page,No,https://www.voscours.fr/annonces/eleves/6899799
N/A,Hello. need an available french teacher for tutoring,Paris,N/A,N/A,Marcus,09/04,voscours,tutoring,student,languages,french,all_levels,remote,HIGH,Yes,"LLM: student seeks French tutor, no location specified",Hello. need an available french teacher for tutoring,listing_page,No,https://www.voscours.fr/annonces/eleves/6899737
N/A,Cherche un professeur.e italien.ne natif.ve,Nantes,N/A,N/A,Paquier,N/A,voscours,tutoring,student,languages,french,unknown,remote,HIGH,Yes,"LLM: no location constraint, student seeks Italian teacher",Cherche un professeur.e italien.ne natif.ve,listing_page,No,https://www.voscours.fr/annonces/eleves/6814824
N/A,J'ai besoins d'aide pour ma fille en physique,Toulon,N/A,N/A,Coquard,18/03,voscours,tutoring,student,math_science,french,secondary,remote,HIGH,Yes,LLM: French parent seeks physics help for child,J'ai besoins d'aide pour ma fille en physique,listing_page,No,https://www.voscours.fr/annonces/eleves/6857573
N/A,Recherche professeur pour une remise à niveau intensive pour une élève de 5 eme,Aléria,N/A,N/A,Sabrina,07/04,voscours,tutoring,student,other,french,secondary,remote,HIGH,Yes,"LLM: no mention of online or presence, defaults online",Recherche professeur pour une remise à niveau intensive pour une élève de 5 eme,listing_page,No,https://www.voscours.fr/annonces/eleves/6896076
N/A,We're seeking experienced english tutors for private classes,Rennes,N/A,N/A,Henry,17/03,voscours,tutoring,student,languages,english,all_levels,remote,HIGH,Yes,LLM: institution seeks English tutors; no physical constraint,We're seeking experienced english tutors for private classes,listing_page,No,https://www.voscours.fr/annonces/eleves/6856894
N/A,Besoin de cours de stats pour psychologie bsc,L'Aigle,N/A,N/A,Gamble,07/04,voscours,tutoring,student,math_science,french,university,remote,HIGH,Yes,LLM: French student seeks online stats help for BSc psych,Besoin de cours de stats pour psychologie bsc,listing_page,No,https://www.voscours.fr/annonces/eleves/6895514
N/A,Cherche professeur d'italien en partie à domicile pour renforcer capacité à l'oral mais en alternance en ligne. secteur enghien,Deuil-la-Barre,N/A,N/A,Lippmann Gérard,07/04,voscours,tutoring,student,languages,french,adult,remote,HIGH,Yes,LLM: alternates online and at home,Cherche professeur d'italien en partie à domicile pour renforcer capacité à l'oral mais en alternance en ligne. secteur enghien,listing_page,No,https://www.voscours.fr/annonces/eleves/6895469
N/A,Je recherche des cours de maths pour ma fille,Montpellier,N/A,N/A,Anne-Sophie,07/04,voscours,tutoring,student,math_science,french,unknown,remote,HIGH,Yes,LLM: parent seeks math tutor; no location constraint given,Je recherche des cours de maths pour ma fille,listing_page,No,https://www.voscours.fr/annonces/eleves/6895111
N/A,Recherche un prof qui va m’aider à bien s’exprimer en espagnol,Paris,N/A,N/A,Michel CIANEL,17/03,voscours,tutoring,student,languages,french,adult,remote,HIGH,Yes,LLM: Adult learner seeks Spanish conversation tutor; no location constraint,Recherche un prof qui va m’aider à bien s’exprimer en espagnol,listing_page,No,https://www.voscours.fr/annonces/eleves/6855948
N/A,Recherche d’un(e) répétiteur(trice) expérimenté(e) pour suivi hebdomadaire,Strasbourg,N/A,N/A,François,07/04,voscours,tutoring,student,other,french,unknown,remote,MEDIUM,Yes,"LLM: no subject specified, defaults to other",Recherche d’un(e) répétiteur(trice) expérimenté(e) pour suivi hebdomadaire,listing_page,No,https://www.voscours.fr/annonces/eleves/6895592
N/A,Bonjour je recherche actuellement un professeur particulier pour soutenir ma fille julia en mathématiques,Strasbourg,N/A,N/A,Coquard,16/03,voscours,tutoring,student,math_science,french,secondary,remote,HIGH,Yes,LLM: French parent seeks math tutor for daughter,Bonjour je recherche actuellement un professeur particulier pour soutenir ma fille julia en mathématiques,listing_page,No,https://www.voscours.fr/annonces/eleves/6852944
N/A,Cherche professeur de math pour combler les lacunes et prendre confiance.je suis en bts ciel ( option ir) .avec de la méthodologie,Chartres,N/A,N/A,Jeanne cachot,16/03,voscours,tutoring,student,math_science,french,university,remote,HIGH,Yes,LLM: BTS student seeks math help online,Cherche professeur de math pour combler les lacunes et prendre confiance.je suis en bts ciel ( option ir) .avec de la méthodologie,listing_page,No,https://www.voscours.fr/annonces/eleves/6852896
N/A,Cours en visio pour fille en 1ère spé maths et physique,Paris,N/A,N/A,Tarik,N/A,voscours,tutoring,student,math_science,french,secondary,remote,HIGH,Yes,LLM: visio + 1ère spé maths/physique,Cours en visio pour fille en 1ère spé maths et physique,listing_page,No,https://www.voscours.fr/annonces/eleves/6760802
N/A,"Étudiant aux ponts et chaussées propose cours particuliers ( maths, physique, aide aux devoirs)",Paris,N/A,N/A,Antoine,N/A,voscours,tutoring,student,math_science,french,secondary,remote,HIGH,Yes,LLM: Élève d'école d'ingénieurs propose cours scientifiques,"Étudiant aux ponts et chaussées propose cours particuliers ( maths, physique, aide aux devoirs)",listing_page,No,https://www.voscours.fr/annonces/eleves/6559054
N/A,Hi we are in a search for a tutor for a french lesson,Dijon,N/A,N/A,Fernando,N/A,voscours,tutoring,student,languages,english,all_levels,remote,HIGH,Yes,"LLM: learner seeks French tutor, no location constraint",Hi we are in a search for a tutor for a french lesson,listing_page,No,https://www.voscours.fr/annonces/eleves/6808391
N/A,We're in need of a french teacher for a lesson,Grenoble,N/A,N/A,Filson,N/A,voscours,tutoring,student,languages,french,unknown,remote,MEDIUM,Yes,LLM: no physical constraint; 'we' implies institution,We're in need of a french teacher for a lesson,listing_page,No,https://www.voscours.fr/annonces/eleves/6808387
N/A,Urgent need for biology tutors for biology classes,Nice,N/A,N/A,Frederick,N/A,voscours,tutoring,student,math_science,french,all_levels,remote,MEDIUM,Yes,LLM: urgent institutional call for biology tutors,Urgent need for biology tutors for biology classes,listing_page,No,https://www.voscours.fr/annonces/eleves/6808374
N/A,Hello we're in a search for a france expert for a lesson,Toulouse,N/A,N/A,Dave,N/A,voscours,tutoring,student,other,english,unknown,remote,MEDIUM,Yes,LLM: vague request for France expert,Hello we're in a search for a france expert for a lesson,listing_page,No,https://www.voscours.fr/annonces/eleves/6808373
N/A,Hello we're in a search for a france expert for a lesson,Lyon,N/A,N/A,Dave,N/A,voscours,tutoring,student,other,english,unknown,remote,MEDIUM,Yes,LLM: vague request for France expert,Hello we're in a search for a france expert for a lesson,listing_page,No,https://www.voscours.fr/annonces/eleves/6808363
N/A,Hello we're in a search for a france expert for a lessons,Marseille,N/A,N/A,Dave,N/A,voscours,tutoring,student,other,english,unknown,remote,MEDIUM,Yes,LLM: vague request for 'france expert',Hello we're in a search for a france expert for a lessons,listing_page,No,https://www.voscours.fr/annonces/eleves/6808361
N/A,Hello we're in a search for a france expert for a lesson,Bordeaux,N/A,N/A,Dave,N/A,voscours,tutoring,student,other,english,unknown,remote,MEDIUM,Yes,LLM: vague request for France expert,Hello we're in a search for a france expert for a lesson,listing_page,No,https://www.voscours.fr/annonces/eleves/6808353
N/A,Hello we're in search for an hebrew tutors,Villeurbanne,N/A,N/A,Helen,06/04,voscours,tutoring,student,languages,english,unknown,remote,HIGH,Yes,"LLM: institution seeks Hebrew tutor, no location constraint",Hello we're in search for an hebrew tutors,listing_page,No,https://www.voscours.fr/annonces/eleves/6892292
N/A,Hello we're in need of a finnois tutor for a lesson,Le Mans,N/A,N/A,Gabriella,06/04,voscours,tutoring,student,languages,english,unknown,remote,HIGH,Yes,"LLM: student seeks Finnish tutor, no location constraint",Hello we're in need of a finnois tutor for a lesson,listing_page,No,https://www.voscours.fr/annonces/eleves/6892290
N/A,Portuguese tutors are needed for a lesson,Villeurbanne,N/A,N/A,Benjamin,06/04,voscours,tutoring,student,languages,other,unknown,remote,MEDIUM,Yes,"LLM: institution seeks Portuguese tutor, no locale specified",Portuguese tutors are needed for a lesson,listing_page,No,https://www.voscours.fr/annonces/eleves/6892286
N/A,Hello we're in a search for a france expert for a lesson,Nice,N/A,N/A,Dave,N/A,voscours,tutoring,student,other,english,unknown,remote,MEDIUM,Yes,LLM: vague request for 'France expert',Hello we're in a search for a france expert for a lesson,listing_page,No,https://www.voscours.fr/annonces/eleves/6808342
N/A,Hello we're in a search for a france expert for a lesson,Paris,N/A,N/A,Dave,N/A,voscours,tutoring,student,other,english,all_levels,remote,MEDIUM,Yes,LLM: vague request for 'France expert',Hello we're in a search for a france expert for a lesson,listing_page,No,https://www.voscours.fr/annonces/eleves/6808333
N/A,Cherche un professeur en design graphique et direction artistique,Paris,N/A,N/A,Syrine,06/04,voscours,tutoring,student,arts_humanities,french,unknown,remote,HIGH,Yes,LLM: Paris location but no physical requirement,Cherche un professeur en design graphique et direction artistique,listing_page,No,https://www.voscours.fr/annonces/eleves/6892275
N/A,Recrutement urgent : professeur d'aide aux devoirs en marketing pour élève ambitieuse,Angers,N/A,N/A,Titia,05/04,voscours,tutoring,student,other,french,university,remote,HIGH,Yes,LLM: no location constraint; student seeks marketing help,Recrutement urgent : professeur d'aide aux devoirs en marketing pour élève ambitieuse,listing_page,No,https://www.voscours.fr/annonces/eleves/6892053
N/A,Investissez dans l'avenir de notre enfant : cours de langues recherchés,Lyon,N/A,N/A,Laetitia,05/04,voscours,tutoring,student,languages,french,all_levels,remote,MEDIUM,Yes,LLM: no mention of physical presence,Investissez dans l'avenir de notre enfant : cours de langues recherchés,listing_page,No,https://www.voscours.fr/annonces/eleves/6892039
N/A,Recherche cours d’anglais à domicile ou en ligne,Paris,N/A,N/A,Marie,05/04,voscours,tutoring,student,languages,english,unknown,remote,HIGH,Yes,LLM: seeks English lessons online or at home,Recherche cours d’anglais à domicile ou en ligne,listing_page,No,https://www.voscours.fr/annonces/eleves/6892018
N/A,"Soutien scolaire en portugais, espagnol, anglais et allemand",Toulouse,N/A,N/A,Lique,05/04,voscours,tutoring,student,languages,french,all_levels,remote,MEDIUM,Yes,"LLM: no physical constraint, advertises tutoring services","Soutien scolaire en portugais, espagnol, anglais et allemand",listing_page,No,https://www.voscours.fr/annonces/eleves/6892016
N/A,Recherche professeur de chinois pour adolescent (15 ans),Paris,N/A,N/A,Dylan & Floryne,15/03,voscours,tutoring,student,languages,french,secondary,remote,HIGH,Yes,"LLM: Paris parent seeks Chinese tutor for teen, no mode specified",Recherche professeur de chinois pour adolescent (15 ans),listing_page,No,https://www.voscours.fr/annonces/eleves/6851961
N/A,Cherche professeur natif marocain pour savoir parler darija,Metz,N/A,N/A,Ha,05/04,voscours,tutoring,student,languages,other,adult,remote,HIGH,Yes,LLM: adult seeks darija lessons online,Cherche professeur natif marocain pour savoir parler darija,listing_page,No,https://www.voscours.fr/annonces/eleves/6891843
N/A,Cours particuliers demandés en biologie/chimie –étudiante l2,Montpellier,N/A,N/A,Sara,N/A,voscours,tutoring,student,math_science,french,university,remote,HIGH,Yes,LLM: student seeks tutor for L2 bio/chem,Cours particuliers demandés en biologie/chimie –étudiante l2,listing_page,No,https://www.voscours.fr/annonces/eleves/6456995
N/A,Recherche professeur particulier en informatique pour lycéenne (16 ans),Paris,N/A,N/A,Mathieu & Mélanie,15/03,voscours,tutoring,student,technology,french,secondary,remote,HIGH,Yes,LLM: Parent seeks CS tutor for 16yo lycéenne,Recherche professeur particulier en informatique pour lycéenne (16 ans),listing_page,No,https://www.voscours.fr/annonces/eleves/6851486
N/A,Reherche tuteur anglais natif pour enfant,Tours,N/A,N/A,Isabelle,N/A,voscours,tutoring,student,languages,english,primary,remote,HIGH,Yes,LLM: parent seeks native English tutor for child,Reherche tuteur anglais natif pour enfant,listing_page,No,https://www.voscours.fr/annonces/eleves/6706291
N/A,Cherche des cours de soutien en physique-chimie,Paris,N/A,N/A,Elias,N/A,voscours,tutoring,student,math_science,french,unknown,remote,HIGH,Yes,"LLM: student seeks physics-chemistry help, no location specified",Cherche des cours de soutien en physique-chimie,listing_page,No,https://www.voscours.fr/annonces/eleves/6591010
N/A,Cherche de toute urgence un professeur en histoire,Dijon,N/A,N/A,Marius,04/04,voscours,tutoring,student,arts_humanities,french,unknown,remote,HIGH,Yes,"LLM: student seeks history teacher, no location constraint given",Cherche de toute urgence un professeur en histoire,listing_page,No,https://www.voscours.fr/annonces/eleves/6890362
N/A,Recherche soutien scolaire pour un enfant en troisième,Caen,N/A,N/A,Thomas poulain,N/A,voscours,tutoring,student,other,french,secondary,remote,HIGH,Yes,LLM: no mention of location or subject,Recherche soutien scolaire pour un enfant en troisième,listing_page,No,https://www.voscours.fr/annonces/eleves/6757011
N/A,I am in need of available french teacher,Lorient,N/A,N/A,Anderson,04/04,voscours,tutoring,student,languages,french,unknown,remote,HIGH,Yes,"LLM: student seeks French teacher, no location constraint",I am in need of available french teacher,listing_page,No,https://www.voscours.fr/annonces/eleves/6890316
N/A,Hello. i am looking for a french teacher available for tutoring,Nice,N/A,N/A,Marcus,04/04,voscours,tutoring,student,languages,french,unknown,remote,HIGH,Yes,"LLM: student seeks French tutor, no physical constraint",Hello. i am looking for a french teacher available for tutoring,listing_page,No,https://www.voscours.fr/annonces/eleves/6890313
N/A,Hello we are in need of a tutor for a catalana project,Zarbeling,N/A,N/A,Faith,13/03,voscours,tutoring,student,languages,other,unknown,remote,HIGH,Yes,"LLM: Catalan language help sought, no location constraint",Hello we are in need of a tutor for a catalana project,listing_page,No,https://www.voscours.fr/annonces/eleves/6849754
N/A,Econometrics tutors are urgently needed for online homework,Strasbourg,N/A,N/A,Israel,13/03,voscours,tutoring,student,math_sc,english,university,remote,HIGH,Yes,LLM: online homework help sought for econometrics,Econometrics tutors are urgently needed for online homework,listing_page,No,https://www.voscours.fr/annonces/eleves/6849712
N/A,Russian teachers are highly in need for online homework,Nantes,N/A,N/A,Henderson,13/03,voscours,tutoring,student,languages,other,all_levels,remote,HIGH,Yes,LLM: online Russian homework help sought by Nantes organization,Russian teachers are highly in need for online homework,listing_page,No,https://www.voscours.fr/annonces/eleves/6849514
N/A,Geometry teachers are highly needed for classes,Marseille,N/A,N/A,Jerry lee,13/03,voscours,tutoring,student,math_science,french,all_levels,remote,MEDIUM,Yes,LLM: Marseille context but no physical requirement,Geometry teachers are highly needed for classes,listing_page,No,https://www.voscours.fr/annonces/eleves/6849475
N/A,Recherche un traducteur anglais qui pourra nous faire la traduction de pages français en,Metz,N/A,N/A,Ali,13/03,voscours,tutoring,student,languages,english,unknown,remote,HIGH,Yes,LLM: translation job implies online work,Recherche un traducteur anglais qui pourra nous faire la traduction de pages français en,listing_page,No,https://www.voscours.fr/annonces/eleves/6849329
N/A,Recherche un traducteur anglais qui pourra nous faire la traduction de pages français en,Lyon,N/A,N/A,Ali,13/03,voscours,tutoring,student,languages,english,unknown,remote,HIGH,Yes,LLM: institution seeks translator; online feasible,Recherche un traducteur anglais qui pourra nous faire la traduction de pages français en,listing_page,No,https://www.voscours.fr/annonces/eleves/6849310
N/A,A native french speaker with strong english proficiency is required for a remote assignment,Paris,N/A,N/A,Johnny,N/A,voscours,tutoring,student,languages,both,unknown,remote,HIGH,Yes,LLM: remote job ad for bilingual French tutor,A native french speaker with strong english proficiency is required for a remote assignment,listing_page,No,https://www.voscours.fr/annonces/eleves/6804329
