id,title,location,category,price,poster,date_posted,classification,confidence,is_remote,reasoning,description_preview,description_source,was_reanalyzed,url
1,Cherche femme pour les travaux de maison,Ménage - Lagarde (09500),N/A,A définir,Antoine300,08/01/2026,N/A,N/A,No,N/A,"Je recherche une personne sérieuse Pour des mission inclut le ménage courant (aspirateur, nettoyage des sols et des surfaces, rangement des...",listing_page,No,https://www.jemepropose.com/annonces/menage/cherche-femme-pour-les-travaux-de-maison+10499315/
2,Bricolage,Bricolage - Pludual (22290),N/A,25.00 € - De l'heure,Lolohe,08/01/2026,N/A,N/A,No,N/A,"Recherche, travaux de bricolage intérieur extérieur en cesu.",listing_page,No,https://www.jemepropose.com/annonces/bricolage/bricolage+10499312/
3,Cherche femme pour le ménage et entretien,Ménage - Vannes (56000),N/A,A définir,Antoine300,08/01/2026,N/A,N/A,No,N/A,"Je recherche une personne sérieuse dynamique motivée responsable pour des mission inclut le ménage courant (aspirateur, nettoyage des sols et...",listing_page,No,https://www.jemepropose.com/annonces/menage/cherche-femme-pour-le-menage-et-entretien+10499299/
4,Hauffeur H/F,Cours à domicile - Montrouge (92120),N/A,1800.00 € - Au mois,denis_soldet,07/01/2026,N/A,N/A,No,N/A,Recherche un chauffeur homme ou femme permis B ayant de l'expérience et disponible immédiatement.,listing_page,No,https://www.jemepropose.com/annonces/cours-a-domicile/hauffeur-hf+10499240/
5,mur de soutenement,Terrassement - Verdelais (33490),N/A,A définir,jeanc210,07/01/2026,N/A,N/A,No,N/A,1) Réalisation d'une semelle (partielle) et d'un mur de soutènement (partiel) en vue d'une mise à niveau du terrain.2) Réalisation d'une...,listing_page,No,https://www.jemepropose.com/annonces/terrassement/mur-de-soutenement+10499225/
6,cherche pour ménage,Ménage - Villefranche-sur-Cher (41200),N/A,10.00 € - De l'heure,lolojuch,07/01/2026,N/A,N/A,No,N/A,je recherche personne pour ménage nettoyage,listing_page,No,https://www.jemepropose.com/annonces/menage/cherche-pour-menage+10499215/
7,Mrs,Ménage - Draguignan (83300),N/A,20.00 € - De l'heure,frenchie,07/01/2026,N/A,N/A,No,N/A,"Bonjour, nous cherchons une femme de ménage fiable pour nettoyer la maison - 3 heures par semaine, long terme, portable",listing_page,No,https://www.jemepropose.com/annonces/menage/mrs+10499207/
8,Native English babysitter early afternoons,Baby-sitting - Nice (06000),N/A,A définir,julietterogasik,07/01/2026,N/A,N/A,No,N/A,"I am looking for an English-speaking (native English) babysitter, ideally someone with awareness or experience in supporting children...",listing_page,No,https://www.jemepropose.com/annonces/baby-sitting/native-english-babysitter-early-afternoons+10499202/
9,Offre emploi d'auxiliaire de vie en CDI de 39 heures,Auxiliaire de vie - Pantin (93500),N/A,1914.33 € - Au mois,idiramessis72,06/01/2026,N/A,N/A,No,N/A,Recherche d'urgence auxiliaire de vie pour assister un homme handicapé sur fauteuil roulant dans tous les actes de la vie quotidienne :...,listing_page,No,https://www.jemepropose.com/annonces/auxiliaire-de-vie/offre-emploi-dauxiliaire-de-vie-en-cdi-de-39-heures+9846609/
10,Femme de ménage,Femme de chambre - Arbusigny (74930),N/A,15.00 € - De l'heure,LeaPctFq,06/01/2026,N/A,N/A,No,N/A,"Bonjour,",listing_page,No,https://www.jemepropose.com/annonces/femme-de-chambre/femme-de-menage+10499181/
11,Femme de menage ~3.5 heures par semaines,Ménage - Leymen (68220),N/A,22.00 € - De l'heure,chloeMloiseau,06/01/2026,N/A,N/A,No,N/A,Je recherche une personne de confiance pour effectuer des taches ménagères (nettoyage et repassage) dans une maison d'environ 200m2.,listing_page,No,https://www.jemepropose.com/annonces/menage/femme-de-menage-35-heures-par-semaines+10499157/
12,Cherche femme pour le ménage et entretien,Ménage - Guidel (56520),N/A,A définir,Antoine300,06/01/2026,N/A,N/A,No,N/A,Je recherche une personne sérieuse dynamique motivée responsable pour des tâches ménagères nettoyage des chambres des enfants arrangement des...,listing_page,No,https://www.jemepropose.com/annonces/menage/cherche-femme-pour-le-menage-et-entretien+10499156/
13,Garde enfant 4 ans à domicile le mercredi,Garde d'enfants - Asnières-sur-Seine (92600),N/A,A définir,CecileL77,06/01/2026,N/A,N/A,No,N/A,"Bonjour,",listing_page,No,https://www.jemepropose.com/annonces/garde-d-enfants/garde-enfant-4-ans-a-domicile-le-mercredi+10499142/
14,Recherche Employé de maison,Ménage - La Membrolle-sur-Choisille (37390),N/A,14.00 € - De l'heure,DVS2501,06/01/2026,N/A,N/A,No,N/A,"Bonjour,",listing_page,No,https://www.jemepropose.com/annonces/menage/recherche-employe-de-maison+10499140/
15,Cherche femme pour les travaux de ménage et entretien,Ménage - Orival (76500),N/A,A définir,Antoine300,05/01/2026,N/A,N/A,No,N/A,Je recherche une personne sérieuse dynamique motivée responsable pour des tâches ménagères régulier nettoyage des chambres a coucher et...,listing_page,No,https://www.jemepropose.com/annonces/menage/cherche-femme-pour-les-travaux-de-menage-et-entretien+10499133/
16,Co transportage ou camion à vide,Déménagement - Paris 20e arrondissement (75020),N/A,500.00 € - Forfait,Reine Jocaste,05/01/2026,N/A,N/A,No,N/A,Bonjour,listing_page,No,https://www.jemepropose.com/annonces/demenagement/co-transportage-ou-camion-a-vide+10499117/
17,Coach en développement personnel / coach de vie,Coaching personnel - Nice (06000),N/A,A définir,pléiade.mc,05/01/2026,N/A,N/A,No,N/A,Nous sommes une association à la recherche d’un ou d’une coach de vie/coach en développement personnel pour intervenir ponctuellement auprès...,listing_page,No,https://www.jemepropose.com/annonces/coaching-personnel/coach-en-developpement-personnel-coach-de-vie+10496855/
18,Cherche femme pour le ménage et entretien,Ménage - Attignéville (88300),N/A,A définir,Antoine300,03/01/2026,N/A,N/A,No,N/A,Je recherche une personne sérieuse dynamique motivée responsable pour des travaux de maison nettoyage des chambres et arrangement des affaires,listing_page,No,https://www.jemepropose.com/annonces/menage/cherche-femme-pour-le-menage-et-entretien+10499004/
19,Travaux urgents,Bricolage - Ax-les-Thermes (09110),N/A,A définir,Alexandre0965,03/01/2026,N/A,N/A,No,N/A,"Bonjour,",listing_page,No,https://www.jemepropose.com/annonces/bricolage/travaux-urgents+10498994/
20,1er exercice comptable d'une association,Assistance comptable - Montbizot (72380),N/A,15.00 € - De l'heure,Jenny432,02/01/2026,N/A,N/A,Yes,N/A,"Bonjour,Je recherche une personne pour m'accompagner dans la réalisation du 1er exercice de comptabilité de mon association.",listing_page,No,https://www.jemepropose.com/annonces/assistance-comptable/1er-exercice-comptable-dune-association+10498945/
21,Personne polyhandicapee,Auxiliaire de vie - Le Pontet (84130),N/A,A définir,selinonte88,02/01/2026,N/A,N/A,No,N/A,Bonjour.,listing_page,No,https://www.jemepropose.com/annonces/auxiliaire-de-vie/personne-polyhandicapee+10498938/
22,Menage et garde d'enfants,Ménage - Riocaud (33220),N/A,15.00 € - De l'heure,valerie1805,02/01/2026,N/A,N/A,No,N/A,"Je recherche quelques heures de ménage, du périscolaire aussi et garde d'enfants",listing_page,No,https://www.jemepropose.com/annonces/menage/menage-et-garde-denfants+10498934/
23,Recherche ingé son court métrage 10 11 janvier 2026,Ingénieur du son - Vinon-sur-Verdon (83560),N/A,Gratuit,Maëlle VDS,01/01/2026,N/A,N/A,No,N/A,"Bonjour,",listing_page,No,https://www.jemepropose.com/annonces/ingenieur-du-son/recherche-inge-son-court-metrage-10-11-janvier-2026+10498916/
24,urgent recherche une nounou,Baby-sitting - Paris (75000),N/A,A définir,scker01,01/01/2026,N/A,N/A,No,N/A,bonjour,listing_page,No,https://www.jemepropose.com/annonces/baby-sitting/urgent-recherche-une-nounou+10498899/
25,recherche maquilleuse domicile,Esthéticienne - Paris (75000),N/A,A définir,scker01,01/01/2026,N/A,N/A,No,N/A,bonjour,listing_page,No,https://www.jemepropose.com/annonces/estheticienne/recherche-maquilleuse-domicile+10498898/
26,recherche femme de mENAGE:NOUNOU,Garde d'enfants - Paris (75000),N/A,A définir,scker01,01/01/2026,N/A,N/A,No,N/A,Bonjour,listing_page,No,https://www.jemepropose.com/annonces/garde-d-enfants/recherche-femme-de-menagenounou+10498897/
27,Secretariat,Secrétariat - A L'Etranger,N/A,10.00 € - De l'heure,Mardoualla,31/12/2025,N/A,N/A,Yes,N/A,"Secrétaire polyvalente, organisée et réactive pour la gestion administrative et la coordination. Assistance administrative efficace : gestion...",listing_page,No,https://www.jemepropose.com/annonces/secretariat/secretariat+10498878/
28,Assistante administrative,Secrétariat - La Force (24130),N/A,A définir,amandine.a67,31/12/2025,N/A,N/A,Yes,N/A,"Bonjour,",listing_page,No,https://www.jemepropose.com/annonces/secretariat/assistante-administrative+10498873/
29,Covoiturage,Coaching sportif - Mouans-Sartoux (06370),N/A,A définir,Babla,31/12/2025,N/A,N/A,No,N/A,Recherche une personne pour le 05/01/26 qui peut me conduire de la place Benidorme au Cannet 06110    a Mouans. Sartoux 06370,listing_page,No,https://www.jemepropose.com/annonces/coaching-sportif/covoiturage+10498866/
30,auxiliairedevie,Auxiliaire de vie - Brest (29200),N/A,A définir,monkm3074,30/12/2025,N/A,N/A,No,N/A,Bonjour recherche auxiliaire de vie sur brest aux alentour possiblités de loger sur place aide courses menages et aussi toilette accompagnement...,listing_page,No,https://www.jemepropose.com/annonces/auxiliaire-de-vie/auxiliairedevie+10498836/
31,cherche H.F de ménage et entretien à domicile,Ménage - Bleurville (88410),N/A,A définir,Vincent200,30/12/2025,N/A,N/A,No,N/A,"Nous recherchons une personne pour nous aider à entretenir notre maison de 140m2 sur 2 niveaux, , 1 toilette, 4 chambres, cuisine séjour,...",listing_page,No,https://www.jemepropose.com/annonces/menage/cherche-hf-de-menage-et-entretien-a-domicile+10498835/
32,Diplôme DEAES,Auxiliaire de vie - Lézignan-Corbières (11200),N/A,A définir,Bastienjulien,30/12/2025,N/A,N/A,No,N/A,Bonjour,listing_page,No,https://www.jemepropose.com/annonces/auxiliaire-de-vie/diplome-deaes+10498834/
33,Recherche 3 serveurs pour mariage à Cerdon (01) 6 juin 2026,Serveuse - Neuville-sur-Saône (69250),N/A,A définir,carrydavid,30/12/2025,N/A,N/A,No,N/A,Nous nous marions le 6 juin 2026 à Cerdon (01) et recherchons 3 serveurs pour prendre en charge la partie service à table. Nous avons prévu un...,listing_page,No,https://www.jemepropose.com/annonces/serveuse/recherche-3-serveurs-pour-mariage-a-cerdon-01-6-juin-2026+10498830/
34,Circulateur,Plombier - Champs-sur-Marne (77420),N/A,A définir,Kr7793,29/12/2025,N/A,N/A,No,N/A,"Bonjour, je recherche quelqu'un afin de faire une dépose et une pose de circulateur sur chaudière de Dietrich merci.",listing_page,No,https://www.jemepropose.com/annonces/plombier/circulateur+10498808/
35,Poste de nuit,Auxiliaire de vie - Montpellier (34000),N/A,A définir,Handi34,29/12/2025,N/A,N/A,No,N/A,"Bonjour,",listing_page,No,https://www.jemepropose.com/annonces/auxiliaire-de-vie/poste-de-nuit+10498799/
36,Recherche transport,Transport de personnes - Périgueux (24000),N/A,A définir,Payenchetstephane,29/12/2025,N/A,N/A,No,N/A,Recherche transport aller retour Périgueux riberac,listing_page,No,https://www.jemepropose.com/annonces/transport-de-personnes/recherche-transport+10498793/
37,Montage de porte de placard coulissante,Bricolage - Montpellier (34000),N/A,A définir,zikadraws,28/12/2025,N/A,N/A,No,N/A,J'ai besoin de quelqu'un confirmé en bricolage pour venir installer des portes de placard coulissantes. Tous les éléments sont déjà sur place.,listing_page,No,https://www.jemepropose.com/annonces/bricolage/montage-de-porte-de-placard-coulissante+10498776/
38,Recherche,Garde d'enfants - Aubagne (13400),N/A,Sur devis,Rose03,28/12/2025,N/A,N/A,No,N/A,Bonsoir je recherche quelqu un pour garde ma fille la nuit elle n a que 10 ans svp merci,listing_page,No,https://www.jemepropose.com/annonces/garde-d-enfants/recherche+10498767/
39,Modèle dessin,Emploi étudiant - Paris (75000),N/A,50.00 € - De l'heure,Jsla,28/12/2025,N/A,N/A,No,N/A,"Bonjour,",listing_page,No,https://www.jemepropose.com/annonces/emploi-etudiant/modele-dessin+10498763/
40,Chauffeur à la demande pour accompagnements occasionnels,Transport de personnes - Lurcy-Lévis (03320),N/A,A définir,ariane666,28/12/2025,N/A,N/A,No,N/A,"Bonjour,Je recherche un chauffeur privé à la demande pour accompagnements occasionnels dans le cadre d’activités professionnelles.",listing_page,No,https://www.jemepropose.com/annonces/transport-de-personnes/chauffeur-a-la-demande-pour-accompagnements-occasionnels+10498760/
41,Retraité Grenoble cherche aide pour petits soins paramédicaux,Auxiliaire de vie - Grenoble (38000),N/A,10.00 € - De l'heure,laurent113,28/12/2025,N/A,N/A,No,N/A,"Depuis plusieurs années je souffre de tendinites aux épaules ainsi que de violents maux de reins , j'ai aussi un souci à la jambe qauche qui...",listing_page,No,https://www.jemepropose.com/annonces/auxiliaire-de-vie/retraite-grenoble-cherche-aide-pour-petits-soins-paramedicaux+10498753/
42,Infirmière jeune retraitée,Aide soignante - Rumilly (74150),N/A,A définir,Many74.,28/12/2025,N/A,N/A,No,N/A,"Bonjour, Infirmière qualifiée dans les soins auprès des personnes âgées atteintes de la maladie d'Alzheimer, je peux me rendre disponible à...",listing_page,No,https://www.jemepropose.com/annonces/aide-soignante/infirmiere-jeune-retraitee+10498747/
43,Recherche personne motivée pour refonte de site web (projet créatif),Création site internet - Chessy (77700),N/A,A définir,clement.martin7758,27/12/2025,N/A,N/A,Yes,N/A,"Bonjour,",listing_page,No,https://www.jemepropose.com/annonces/creation-site-internet/recherche-personne-motivee-pour-refonte-de-site-web-projet-creatif+10498729/
44,Nounou H/f,Baby-sitting - Nœux-les-Mines (62290),N/A,20.00 € - De l'heure,Priscae,Nounou H/f,N/A,N/A,No,N/A,"Bonjour,",listing_page,No,https://www.jemepropose.com/annonces/baby-sitting/nounou-hf+10498700/
45,Cherche H/F de ménage et entretien â domicile -,Ménage - Besançon (25000),N/A,1400.00 € - À la semaine,Priscae,26/12/2025,N/A,N/A,No,N/A,"Je recherche une personne sérieuse dynamique motivée responsable pour des travaux de ménage et entretien, entretien des chambres et rangement...",listing_page,No,https://www.jemepropose.com/annonces/menage/cherche-hf-de-menage-et-entretien-a-domicile+10498699/
46,Recherche femme ou homme de menage,Ménage - Vélizy-Villacoublay (78140),N/A,A définir,Priscae,26/12/2025,N/A,N/A,No,N/A,"Bonjour,",listing_page,No,https://www.jemepropose.com/annonces/menage/recherche-femme-ou-homme-de-menage+10498687/
47,crée site wordpress - 18A,Dépannage informatique - Pamiers (09100),N/A,Sur devis,ALPEINTRE,25/12/2025,N/A,N/A,No,N/A,réseaux sociauxcherche une personne se connaissant dans création d'un site avec WordPress. un site i...,listing_page,No,https://www.jemepropose.com/annonces/depannage-informatique/cree-site-wordpress-18a+10498674/
48,RECHERCHE COURS D'ESPAGNOL,Cours d'espagnol - Clisson (44190),N/A,A définir,Don Christiano,24/12/2025,N/A,N/A,No,N/A,Bonjour je recherche des cours d'Espagnol à 20Km maxi de Clisson,listing_page,No,https://www.jemepropose.com/annonces/cours-d-espagnol/recherche-cours-despagnol+10498662/
49,Accompagnement chien en clinique vétérinaire,Garde d'animaux - Montchal (42360),N/A,A définir,nadi91,24/12/2025,N/A,N/A,No,N/A,"Bonjour, je recherche un accompagnant véhiculé pour m'aider à tenir ma chienne pour visite véto du PARC FEURS",listing_page,No,https://www.jemepropose.com/annonces/garde-d-animaux/accompagnement-chien-en-clinique-veterinaire+10498659/
50,Recherche femme ou homme de menage mulhouse centre ville,Ménage - Mulhouse (68100),N/A,15.00 € - De l'heure,Nathan DI,23/12/2025,N/A,N/A,No,N/A,"Bonjour,",listing_page,No,https://www.jemepropose.com/annonces/menage/recherche-femme-ou-homme-de-menage-mulhouse-centre-ville+10498652/
51,Recherche babysitter pour fille de 5 ans,Baby-sitting - Toulouse (31000),N/A,25.00 € - De l'heure,pollinijames,23/12/2025,N/A,N/A,No,N/A,"Recherche babysitter pour fille de 5 ansNous cherchons une personne douce, fiable et expérimentée pour garder notre fille de 5 ans....",listing_page,No,https://www.jemepropose.com/annonces/baby-sitting/recherche-babysitter-pour-fille-de-5-ans+10498644/
52,photographe cherche modèles,Photographe - Boussy-Saint-Antoine (91800),N/A,A définir,Dancanon,23/12/2025,N/A,N/A,No,N/A,"photographe cherche modèle femmes et couples pour photos tous styles, couleur/N&B, intérieur, extérieur",listing_page,No,https://www.jemepropose.com/annonces/photographe/photographe-cherche-modeles+10498626/
53,Missions de maintenance de nos locaux professionnels,Bricolage - Levallois-Perret (92300),N/A,A définir,alexandra.priet,22/12/2025,N/A,N/A,No,N/A,"Bonjour, je recherche une personne polyvalente pour effectuer de petits travaux de maintenance dans nos locaux professionnels (remise en état,...",listing_page,No,https://www.jemepropose.com/annonces/bricolage/missions-de-maintenance-de-nos-locaux-professionnels+10498612/
54,Auxiliaire de vie à domicile,Auxiliaire de vie - A Distance,N/A,A définir,Cecicour,22/12/2025,N/A,N/A,No,N/A,"Bonjour ,ayant travaillé 30 comme aide médico psychologique auprès de personnes en situation de handicaps et plus de 3 ans auprès de personnes...",listing_page,No,https://www.jemepropose.com/annonces/auxiliaire-de-vie/auxiliaire-de-vie-a-domicile+10498606/
55,recherche modèle debutant,Photographe - Blois (41000),N/A,A définir,stephane41,21/12/2025,N/A,N/A,No,N/A,Bonjour je suis Stéphane Photographe animalier et portrait je cherche une femme qui accepterais d'avoir des photos d'elle avec ses belle...,listing_page,No,https://www.jemepropose.com/annonces/photographe/recherche-modele-debutant+10498573/
56,Recherche aide ménagère pour location estivale,Ménage - Saint-Genest-de-Beauzon (07230),N/A,50.00 € - Forfait,stephanevalettetain,20/12/2025,N/A,N/A,No,N/A,"Nous recherchons une aide ménagère pour le nettoyage complet d'un gîte de 40 m² comprenant : 2 chambres, 1 salle de bains, 1 WC et 1...",listing_page,No,https://www.jemepropose.com/annonces/menage/recherche-aide-menagere-pour-location-estivale+10498563/
57,Nous recrutons des commerciaux indépendants (H/F) dans l’immobilier.,Commercial - Jonquières (34725),N/A,A définir,Gary - H,19/12/2025,N/A,N/A,No,N/A,Nous recrutons des commerciaux indépendants (H/F) dans l’immobilier.Débutant accepté – Formation et accompagnement assurés.,listing_page,No,https://www.jemepropose.com/annonces/commercial/nous-recrutons-des-commerciaux-independants-hf-dans-limmobilier+10498543/
58,Cherche aide domicile,Auxiliaire de vie - Maurepas (78310),N/A,A définir,Lanalana,19/12/2025,N/A,N/A,No,N/A,"Bonjour ,je recherche une aide a domicile serieuse,calme,patiente  bienveillante et sachant parler la.langue portugaise pour s occuper de ma...",listing_page,No,https://www.jemepropose.com/annonces/auxiliaire-de-vie/cherche-aide-domicile+10498540/
59,PETITS TRAVAUX,Bricolage - Mollégès (13940),N/A,A définir,lavallière,19/12/2025,N/A,N/A,No,N/A,demande retraité ou particulier  pour petits travaux occcasionnels     comme pose gouttieres abri de jardin qui est inondé merci,listing_page,No,https://www.jemepropose.com/annonces/bricolage/petits-travaux+10498539/
60,Modèle massage,Massage & Reiki - Arcueil (94110),N/A,A définir,Bibssss,19/12/2025,N/A,N/A,No,N/A,Bonjour je recherche une modèle pour massage en réception ou déplacement je rémunére pour la séance de 1 heure au plaisir de vous massé,listing_page,No,https://www.jemepropose.com/annonces/massage-reiki/modele-massage+10498535/
61,Besoin d'un auxiliaire de vie,Auxiliaire de vie - Lyon (69000),N/A,A définir,lefebvr,18/12/2025,N/A,N/A,No,N/A,Je recherche un auxiliaire de vie pour m'accompagner dans quelques tâches quotidiennes.,listing_page,No,https://www.jemepropose.com/annonces/auxiliaire-de-vie/besoin-dun-auxiliaire-de-vie+10498496/
62,Recherche auxiliaire de vie dans le 75,Auxiliaire de vie - Paris (75000),N/A,A définir,amand.cardenn,18/12/2025,N/A,N/A,No,N/A,"Je recherche un auxiliaire de vie pour accompagner mon oncle dans quelques ses tâches quotidiennesVoici les missions, rémunération...",listing_page,No,https://www.jemepropose.com/annonces/auxiliaire-de-vie/recherche-auxiliaire-de-vie-dans-le-75+10498495/
63,Assistant(e) lifestyle recherché(e),Secrétariat - Paris (75000),N/A,A définir,Sara_007,18/12/2025,N/A,N/A,Yes,N/A,"Vous aimez marcher, porter et garder le sourire ? Ce job est pour vous !",listing_page,No,https://www.jemepropose.com/annonces/secretariat/assistante-lifestyle-recherchee+10498483/
64,Entretien jardinage petites réparations,Jardinage - Blois (41000),N/A,A définir,LiliaMichel78,18/12/2025,N/A,N/A,No,N/A,"Bonjour, Nous recherchons une personne pour l’entretien du jardin et la petite maintenance de la maison, idéalement en auto-entreprise. Maison...",listing_page,No,https://www.jemepropose.com/annonces/jardinage/entretien-jardinage-petites-reparations+10498466/
65,Aide administrative vente,Secrétariat - Corbeil-Essonnes (91100),N/A,A définir,LiliaMichel78,18/12/2025,N/A,N/A,No,N/A,"Bonjour je cherche une personne pour m'aider à vendre en ligne tout le mobilier équipements , électroménager, des télé, ballon d'eau... tout ce...",listing_page,No,https://www.jemepropose.com/annonces/secretariat/aide-administrative-vente+10498465/
66,prestataire de ménage,Ménage - Blois (41000),N/A,A définir,LiliaMichel78,17/12/2025,N/A,N/A,No,N/A,Bonjour on recherche une femme de ménage pour une maison à Blois louée en courte durée,listing_page,No,https://www.jemepropose.com/annonces/menage/prestataire-de-menage+10498464/
67,maçonnerie,Bricolage - Pont-de-Salars (12290),N/A,A définir,Telgre,16/12/2025,N/A,N/A,No,N/A,je recherche une personne pour faire des murets en moellons,listing_page,No,https://www.jemepropose.com/annonces/bricolage/maconnerie+10498411/
68,"Recherche AIDE MENAGERE à Saint Nazaire, nettoyage MAISON",Ménage - Saint-Nazaire (44600),N/A,A définir,Frzcesson,16/12/2025,N/A,N/A,No,N/A,Je recherche une personne disponible et intéressée par la réalisation de travail de ménage dans une maison à Saint Nazaire .,listing_page,No,https://www.jemepropose.com/annonces/menage/recherche-aide-menagere-a-saint-nazaire-nettoyage-maison+10498391/
69,aménagement camping car,Bricolage - Bouzy-la-Forêt (45460),N/A,A définir,laverdure60,15/12/2025,N/A,N/A,No,N/A,recherche  pour aménagement camping car,listing_page,No,https://www.jemepropose.com/annonces/bricolage/amenagement-camping-car+10498340/
70,Photographe amateur - photos gratuits,Photographe - Paris (75000),N/A,A définir,Constantin75,14/12/2025,N/A,N/A,No,N/A,"Bonjour,",listing_page,No,https://www.jemepropose.com/annonces/photographe/photographe-amateur-photos-gratuits+10498327/
71,recherche créateur de site internet,Création site internet - A Distance,N/A,Gratuit,mamzelle.candice.enterprise,14/12/2025,N/A,N/A,Yes,N/A,"Bonjour,",listing_page,No,https://www.jemepropose.com/annonces/creation-site-internet/recherche-createur-de-site-internet+10498326/
72,Chat nourriture,Garde d'animaux - Montady (34310),N/A,A définir,rodbz22,14/12/2025,N/A,N/A,No,N/A,"Bonjour, recherche quelqu’un très proche de Montady pour venir donner de temps en temps à manger à mon chat le soir",listing_page,No,https://www.jemepropose.com/annonces/garde-d-animaux/chat-nourriture+10498324/
73,H 60 ans souhaite aide soutien rangement veillée,Auxiliaire de vie - Nantes (44000),N/A,A définir,Jaiipi,14/12/2025,N/A,N/A,No,N/A,"Bonjour,",listing_page,No,https://www.jemepropose.com/annonces/auxiliaire-de-vie/h-60-ans-souhaite-aide-soutien-rangement-veillee+10498302/
74,Appartement à louer,Chambre à louer - Marseille 12e arrondissement (13012),N/A,A définir,Joanna70,12/12/2025,N/A,N/A,No,N/A,"Venez découvrir ce superbe appartement T2 de 40m² entièrement rénové et meublé, idéal pour une personne seule ou un couple recherchant confort...",listing_page,No,https://www.jemepropose.com/annonces/chambre-a-louer/appartement-a-louer+10498258/
75,Demande de soutien scolaire à domicile,Cours à domicile - Sarreguemines (57200),N/A,A définir,kmiloud@hotmail.com,12/12/2025,N/A,N/A,No,N/A,"Bonjour,Je me permets de vous contacter car je suis à la recherche d’une jeune fille majeure pour accompagner ma fille dans ses devoirs à...",listing_page,No,https://www.jemepropose.com/annonces/cours-a-domicile/demande-de-soutien-scolaire-a-domicile+10498255/
76,Bassiste,Musicien - Rocbaron (83136),N/A,A définir,Milys,12/12/2025,N/A,N/A,No,N/A,"Bonjour,",listing_page,No,https://www.jemepropose.com/annonces/musicien/bassiste+10498243/
77,Recherche baby-sitter Paris,Baby-sitting - Paris 7e arrondissement (75007),N/A,50.00 € - De l'heure,gregtiej777,11/12/2025,N/A,N/A,No,N/A,"Bonjour,",listing_page,No,https://www.jemepropose.com/annonces/baby-sitting/recherche-baby-sitter-paris+10498214/
78,Saisie comptable,Assistance comptable - Paris 18e arrondissement (75018),N/A,A définir,anne501,11/12/2025,N/A,N/A,Yes,N/A,"BonjourJe cherche quelqu'un pour m'aider à faire de l'organisation dans mes tickets de caisse, ensuite les scanner, et enfin les saisir...",listing_page,No,https://www.jemepropose.com/annonces/assistance-comptable/saisie-comptable+10498204/
79,cherche Auxiliaire de vie pour aide toilette et repas,Auxiliaire de vie - Anglet (64600),N/A,A définir,Francou40,10/12/2025,N/A,N/A,No,N/A,Bonjour,listing_page,No,https://www.jemepropose.com/annonces/auxiliaire-de-vie/cherche-auxiliaire-de-vie-pour-aide-toilette-et-repas+10498149/
80,Femme de ménage,Ménage - Paris 11e arrondissement (75011),N/A,A définir,cely75,10/12/2025,N/A,N/A,No,N/A,"Je cherche une personne dynamique, efficace et sérieuse pour faire un peu de ménage et du rangement à Paris.",listing_page,No,https://www.jemepropose.com/annonces/menage/femme-de-menage+10498148/
81,Urgent - Femme de ménage Benerville sur Mer,Ménage - Benerville-sur-Mer (14910),N/A,15.00 € - De l'heure,Maison Benerville,10/12/2025,N/A,N/A,No,N/A,"Bonjour,",listing_page,No,https://www.jemepropose.com/annonces/menage/urgent-femme-de-menage-benerville-sur-mer+10498137/
82,Petits travaux,Bricolage - Grenade (31330),N/A,A définir,Baptiste Grenade,10/12/2025,N/A,N/A,No,N/A,"Bonjour,",listing_page,No,https://www.jemepropose.com/annonces/bricolage/petits-travaux+10498132/
83,Gestion d'appartements airbnb,Secrétariat - Albi (81000),N/A,A définir,Daures,09/12/2025,N/A,N/A,Yes,N/A,"Bonjour,",listing_page,No,https://www.jemepropose.com/annonces/secretariat/gestion-dappartements-airbnb+10498104/
84,Nourrice,Garde d'enfants - Vidauban (83550),N/A,Sur devis,E silva,08/12/2025,N/A,N/A,No,N/A,Avec plus de 35 ans d’expérience recherche petits bout à garder à votre domicile.,listing_page,No,https://www.jemepropose.com/annonces/garde-d-enfants/nourrice+10498057/
85,"Recherche ""auxiliaires de vie"" ou aide-soignante",Auxiliaire de vie - Tours (37000),N/A,13.00 € - De l'heure,Félicie2,08/12/2025,N/A,N/A,No,N/A,"Femme en situation de handicap moteur, dynamique, minutieuse, et complètement autonome dans la gestion mentale de son quotidien, recherche deux...",listing_page,No,https://www.jemepropose.com/annonces/auxiliaire-de-vie/recherche-auxiliaires-de-vie-ou-aide-soignante+785238/
86,Serveur/euse,Serveuse - Moisdon-la-Rivière (44520),N/A,A définir,Alex4499,07/12/2025,N/A,N/A,No,N/A,📣 Recherche Serveuses / Serveurs pour MariageNous recherchons plusieurs serveuses / serveurs pour assurer le service lors d’un mariage.,listing_page,No,https://www.jemepropose.com/annonces/serveuse/serveureuse+10498011/
87,Suppression de cloisons,Bricolage - La Chapelle-Launay (44260),N/A,A définir,Natilka,04/12/2025,N/A,N/A,No,N/A,Je souhaite supprimer 3 cloisons en aggloméré dont 2 qui contiennent prise électrique et interrupteurs.,listing_page,No,https://www.jemepropose.com/annonces/bricolage/suppression-de-cloisons+10497892/
88,garder ou nourrir mon chien,Garde d'animaux - Latour-de-France (66720),N/A,A définir,cmoilesolitaire,03/12/2025,N/A,N/A,No,N/A,"Bonjour, je recherche quelqu'un qui pourrait garder ou se déplacer nourrir mon chien à Latour de France où Lansac 66720",listing_page,No,https://www.jemepropose.com/annonces/garde-d-animaux/garder-ou-nourrir-mon-chien+10497841/
