id,title,location,category,price,poster,date_posted,source,vertical,poster_type,subject_category,instruction_lang,level,classification,confidence,is_remote,reasoning,description_preview,description_source,was_reanalyzed,url
N/A,Location enceinte (evènementiel) - Bonneville,France,N/A,35€,N/A,N/A,allovoisins,general,employer,N/A,N/A,N/A,on-site,HIGH,No,LLM: Événementiel nécessite présence physique,Durée : 2 jours,detail_page,No,https://www.allovoisins.com/r/1431/26/38463/0/location-Enceinte-evenementiel-Bonneville
N/A,Louer une tonnelle - Mont-de-Marsan,France,N/A,50€,N/A,N/A,allovoisins,general,employer,N/A,N/A,N/A,on-site,HIGH,No,LLM: Location spécifique,Durée : 1 jour,detail_page,No,https://www.allovoisins.com/r/582/12/22846/0/location-Tonnelle-Mont-de-marsan
N/A,Location pioche - Nantes,France,N/A,5€,N/A,N/A,allovoisins,general,unknown,N/A,N/A,N/A,on-site,MEDIUM,No,LLM: Pas d'indicateurs de télétravail,Durée : 1 jour,detail_page,No,https://www.allovoisins.com/r/500/11/24085/0/location-Pioche-Nantes
N/A,Location tente de réception / barnum / chapiteau (usage domestique) - Vannes,France,N/A,100€,N/A,N/A,allovoisins,general,employer,N/A,N/A,N/A,on-site,HIGH,No,LLM: Location physique requise,Durée : 2 jours,detail_page,No,https://www.allovoisins.com/r/580/12/29259/0/location-Tente-de-reception-barnum-chapiteau-usage-domestique-Vannes
N/A,Location tondeuse à gazon - Lans-en-Vercors,France,N/A,15€,N/A,N/A,allovoisins,general,employer,N/A,N/A,N/A,on-site,HIGH,No,LLM: Location tondeuse à gazon,Durée : 1 jour,detail_page,No,https://www.allovoisins.com/r/529/11/21839/0/location-Tondeuse-a-gazon-Lans-en-vercors
N/A,Louer une tondeuse à gazon - Lans-en-Vercors,France,N/A,15€,N/A,N/A,allovoisins,general,employer,N/A,N/A,N/A,on-site,HIGH,No,LLM: Location spécifique,Durée : 1 jour,detail_page,No,https://www.allovoisins.com/r/529/11/21839/0/location-Tondeuse-a-gazon-Lans-en-vercors
N/A,Location tente de réception / barnum / chapiteau (usage domestique) - Vannes,France,N/A,50€,N/A,N/A,allovoisins,general,employer,N/A,N/A,N/A,on-site,HIGH,No,LLM: Location physique requise,Durée : 2 jours,detail_page,No,https://www.allovoisins.com/r/580/12/29259/0/location-Tente-de-reception-barnum-chapiteau-usage-domestique-Vannes
N/A,Louer un compresseur d'air - Languidic,France,N/A,20€,N/A,N/A,allovoisins,general,unknown,N/A,N/A,N/A,on-site,HIGH,No,LLM: Location spécifique,Durée : 1 jour,detail_page,No,https://www.allovoisins.com/r/51/2/29417/0/location-Compresseur-d-air-Languidic
N/A,Louer des apple imac 27 pouces - Grenoble,France,N/A,5€,N/A,N/A,allovoisins,general,employer,N/A,N/A,N/A,on-site,HIGH,No,LLM: Location spécifique à Grenoble,Durée : 7 jours,detail_page,No,https://www.allovoisins.com/r/4980/33/21691/0/location-Apple-imac-27-pouces-Grenoble
N/A,Louer des apple imac 27 pouces - Grenoble,France,N/A,5€,N/A,N/A,allovoisins,general,employer,N/A,N/A,N/A,on-site,HIGH,No,LLM: Location spécifique à Grenoble,Durée : 7 jours,detail_page,No,https://www.allovoisins.com/r/4980/33/21691/0/location-Apple-imac-27-pouces-Grenoble
N/A,Location broyeur de végétaux - Rombas,France,N/A,30€,N/A,N/A,allovoisins,general,unknown,N/A,N/A,N/A,on-site,HIGH,No,LLM: Travail physique requis,Durée : 1 jour,detail_page,No,https://www.allovoisins.com/r/436/11/29573/0/location-Broyeur-de-vegetaux-Rombas
N/A,Location compresseur d'air - Villers-Bocage,France,N/A,17€,N/A,N/A,allovoisins,general,unknown,N/A,N/A,N/A,on-site,HIGH,No,LLM: Location compresseur d'air sur site,Durée : 1 jour,detail_page,No,https://www.allovoisins.com/r/51/2/41070/0/location-Compresseur-d-air-Villers-bocage
N/A,Louer un jardin / espace vert - Chevilly-Larue,France,N/A,60€,N/A,N/A,allovoisins,general,employer,N/A,N/A,N/A,on-site,HIGH,No,"LLM: Louer un jardin, service physique",Durée : 1 jour,detail_page,No,https://www.allovoisins.com/r/4364/94/44096/0/location-Jardin-espace-vert-Chevilly-larue
N/A,Location appartement - Labenne,France,N/A,500€,N/A,N/A,allovoisins,general,unknown,N/A,N/A,N/A,on-site,MEDIUM,No,LLM: Pas d'indicateurs de travail à distance,Durée : 365 jours,detail_page,No,https://www.allovoisins.com/r/4344/88/23135/0/location-Appartement-Labenne
N/A,Location remorque plateau - Langogne,France,N/A,50€,N/A,N/A,allovoisins,general,unknown,N/A,N/A,N/A,on-site,HIGH,No,LLM: Travail physique requis,Durée : 1 jour,detail_page,No,https://www.allovoisins.com/r/5363/78/25484/0/location-Remorque-plateau-Langogne
N/A,Louer un pistolet de sablage - Villers-Bocage,France,N/A,18€,N/A,N/A,allovoisins,general,employer,N/A,N/A,N/A,on-site,HIGH,No,LLM: Travail physique requis,Durée : 2 jours,detail_page,No,https://www.allovoisins.com/r/5335/2/41070/0/location-Pistolet-de-sablage-Villers-bocage
N/A,Location véhicule utilitaire / camionnette - Houdelmont,France,N/A,50€,N/A,N/A,allovoisins,general,unknown,N/A,N/A,N/A,on-site,HIGH,No,Obvious on-site work: camion,N/A,listing_page,No,https://www.allovoisins.com/r/5142/78/28291/0/location-Vehicule-utilitaire-camionnette-Houdelmont
N/A,Louer une pièce auto / pièce moto - Issel,France,N/A,20€,N/A,N/A,allovoisins,general,unknown,N/A,N/A,N/A,on-site,HIGH,No,"LLM: Pièce auto, travail physique requis",Durée : 1 jour,detail_page,No,https://www.allovoisins.com/r/5244/79/10398/0/location-Piece-auto-piece-moto-Issel
N/A,Louer un terre / terreau / fumier - Vienne,France,N/A,1€,N/A,N/A,allovoisins,general,unknown,N/A,N/A,N/A,on-site,HIGH,No,"LLM: Terre, terreau, fumier nécessite présence physique",N/A,listing_page,No,https://www.allovoisins.com/r/5251/94/21807/0/location-Terre-terreau-fumier-Vienne
N/A,Location tireuse à bière (usage domestique) - Capbreton,France,N/A,20€,N/A,N/A,allovoisins,general,unknown,N/A,N/A,N/A,on-site,HIGH,No,LLM: Location tireuse à bière,Durée : 1 jour,detail_page,No,https://www.allovoisins.com/r/710/17/22888/0/location-Tireuse-a-biere-usage-domestique-Capbreton
N/A,Location kit vaisselle complète pour réception - Capbreton,France,N/A,50€,N/A,N/A,allovoisins,general,unknown,N/A,N/A,N/A,on-site,HIGH,No,LLM: Location kit vaisselle complète,Durée : 1 jour,detail_page,No,https://www.allovoisins.com/r/1359/25/22888/0/location-Kit-vaisselle-complete-pour-reception-Capbreton
N/A,Louer une bétonnière / toupie à béton - Saint-Marcellin-en-Forez,France,N/A,15€,N/A,N/A,allovoisins,general,employer,N/A,N/A,N/A,on-site,HIGH,No,LLM: Location spécifique requise,Durée : 1 jour,detail_page,No,https://www.allovoisins.com/r/228/3/23778/0/location-Betonniere-toupie-a-beton-Saint-marcellin-en-forez
N/A,Prêt pompe à vélo - Étupes,France,N/A,N/A,N/A,N/A,allovoisins,general,unknown,N/A,N/A,N/A,on-site,MEDIUM,No,LLM: Pas d'indication de travail à distance,N/A,listing_page,No,https://www.allovoisins.com/r/2960/51/16393/0/location-Pompe-a-velo-Etupes
N/A,Location tonnelle - Capbreton,France,N/A,50€,N/A,N/A,allovoisins,general,unknown,N/A,N/A,N/A,on-site,MEDIUM,No,LLM: Pas d'indicateurs de travail à distance,Durée : 1 jour,detail_page,No,https://www.allovoisins.com/r/582/12/22888/0/location-Tonnelle-Capbreton
N/A,Location rétroviseur auto - Saint-Joseph-de-Rivière,France,N/A,10€,N/A,N/A,allovoisins,general,unknown,N/A,N/A,N/A,on-site,MEDIUM,No,LLM: Pas d'indicateurs de télétravail,N/A,listing_page,No,https://www.allovoisins.com/r/5246/79/21738/0/location-Retroviseur-auto-Saint-joseph-de-riviere
N/A,Recherche Cours de couture à Noisy-le-Grand,France,N/A,N/A,N/A,N/A,allovoisins,general,unknown,N/A,N/A,N/A,on-site,MEDIUM,No,LLM: Cours de couture nécessite présence physique,N/A,listing_page,No,https://www.allovoisins.com/v/cours-de-couture
N/A,Location shampouineuse - Savigny-sur-Orge,France,N/A,15€,N/A,N/A,allovoisins,general,unknown,N/A,N/A,N/A,on-site,HIGH,No,LLM: Shampouineuse nécessite présence physique,Durée : 1 jour,detail_page,No,https://www.allovoisins.com/r/199/2/43315/0/location-Shampouineuse-Savigny-sur-orge
N/A,Location camion nacelle - Le Passage,France,N/A,100€,N/A,N/A,allovoisins,general,unknown,N/A,N/A,N/A,on-site,HIGH,No,Obvious on-site work: camion,N/A,listing_page,No,https://www.allovoisins.com/r/286/4/25326/0/location-Camion-nacelle-Le-passage
N/A,Cherche Paturage à Mortagne-au-Perche,France,N/A,N/A,N/A,N/A,allovoisins,general,unknown,N/A,N/A,N/A,on-site,MEDIUM,No,LLM: Pas d'indication de travail à distance,N/A,listing_page,No,https://www.allovoisins.com/r/0/189/0/0/service/Paturage
N/A,Location maison / villa - Landerneau,France,N/A,500€,N/A,N/A,allovoisins,general,unknown,N/A,N/A,N/A,on-site,MEDIUM,No,LLM: Pas d'indicateurs de travail à distance,Durée : 365 jours,detail_page,No,https://www.allovoisins.com/r/4343/87/18386/0/location-Maison-villa-Landerneau
N/A,Location dumper - Fêche-l'Église,France,N/A,100€,N/A,N/A,allovoisins,general,unknown,N/A,N/A,N/A,on-site,HIGH,No,LLM: Location dumper sur place,Durée : 1 jour,detail_page,No,https://www.allovoisins.com/r/244/3/66146/0/location-Dumper-Feche-l-eglise
N/A,Recherche Webmarketing à Antony,France,N/A,N/A,N/A,N/A,allovoisins,general,employer,N/A,N/A,N/A,on-site,MEDIUM,No,LLM: Localisation spécifique à Antony,N/A,listing_page,No,https://www.allovoisins.com/v/webmarketing
N/A,Cherche Courtier en assurance à Availles-en-Châtellerault,France,N/A,N/A,N/A,N/A,allovoisins,general,employer,N/A,N/A,N/A,on-site,MEDIUM,No,LLM: Pas d'indicateurs de télétravail,Durée : 1 jour,detail_page,No,https://www.allovoisins.com/r/0/249/0/0/service/Courtier-en-assurance
N/A,Louer une tondeuse à gazon - Lairoux,France,N/A,15€,N/A,N/A,allovoisins,general,employer,N/A,N/A,N/A,on-site,HIGH,No,LLM: Location spécifique pour service physique,Durée : 1 jour,detail_page,No,https://www.allovoisins.com/r/529/11/42585/0/location-Tondeuse-a-gazon-Lairoux
N/A,Louer un fer à joint et à marche - Blois,France,N/A,10€,N/A,N/A,allovoisins,general,unknown,N/A,N/A,N/A,on-site,HIGH,No,LLM: Travail physique requis,Durée : 3 jours,detail_page,No,https://www.allovoisins.com/r/82/2/23183/0/location-Fer-a-joint-et-a-marche-Blois
N/A,Location ponceuse à parquet - La Chapelle-Longueville,France,N/A,22€,N/A,N/A,allovoisins,general,employer,N/A,N/A,N/A,on-site,HIGH,No,LLM: Location ponceuse à parquet sur place,Durée : 1 jour,detail_page,No,https://www.allovoisins.com/r/159/2/79750/0/location-Ponceuse-a-parquet-La-chapelle-longueville
N/A,Louer un perforateur - Bruges,France,N/A,14€,N/A,N/A,allovoisins,general,employer,N/A,N/A,N/A,on-site,HIGH,No,LLM: Travail physique requis,Durée : 1 jour,detail_page,No,https://www.allovoisins.com/r/127/2/20199/0/location-Perforateur-Bruges
N/A,Location motoculteur - Lyon,France,N/A,30€,N/A,N/A,allovoisins,general,unknown,N/A,N/A,N/A,on-site,HIGH,No,LLM: Location motoculteur à Lyon,Durée : 1 jour,detail_page,No,https://www.allovoisins.com/r/488/11/50084/0/location-Motoculteur-Lyon-9e-arrondissement
N/A,Location véhicule utilitaire / camionnette - Montgeron,France,N/A,50€,N/A,N/A,allovoisins,general,unknown,N/A,N/A,N/A,on-site,HIGH,No,Obvious on-site work: camion,N/A,listing_page,No,https://www.allovoisins.com/r/5142/78/43465/0/location-Vehicule-utilitaire-camionnette-Montgeron
N/A,Location tyrolienne (outillage) - Sallebœuf,France,N/A,20€,N/A,N/A,allovoisins,general,unknown,N/A,N/A,N/A,on-site,HIGH,No,LLM: Pas de mention de télétravail,Durée : 1 jour,detail_page,No,https://www.allovoisins.com/r/218/2/20089/0/location-Tyrolienne-outillage-Salleboeuf
N/A,Location kit de studio photo - La Chapelle-sur-Erdre,France,N/A,15€,N/A,N/A,allovoisins,general,unknown,N/A,N/A,N/A,on-site,HIGH,No,LLM: Location kit studio photo,Durée : 1 jour,detail_page,No,https://www.allovoisins.com/r/5234/32/24147/0/location-Kit-de-studio-photo-La-chapelle-sur-erdre
N/A,Louer une débroussailleuse - Melgven,France,N/A,20€,N/A,N/A,allovoisins,general,employer,N/A,N/A,N/A,on-site,HIGH,No,LLM: Travail physique requis,Durée : 1 jour,detail_page,No,https://www.allovoisins.com/r/4930/11/18156/0/location-Debroussailleuse-Melgven
N/A,Location mange debout - La Chapelle-sur-Erdre,France,N/A,10€,N/A,N/A,allovoisins,general,unknown,N/A,N/A,N/A,on-site,HIGH,No,LLM: Pas de travail à distance indiqué,Durée : 1 jour,detail_page,No,https://www.allovoisins.com/r/1367/25/24147/0/location-Mange-debout-La-chapelle-sur-erdre
N/A,Location scie circulaire - Langueux,France,N/A,15€,N/A,N/A,allovoisins,general,unknown,N/A,N/A,N/A,on-site,HIGH,No,LLM: Location scie circulaire sur place,Durée : 1 jour,detail_page,No,https://www.allovoisins.com/r/186/2/14935/0/location-Scie-circulaire-Langueux
N/A,Location scie circulaire - Langueux,France,N/A,15€,N/A,N/A,allovoisins,general,unknown,N/A,N/A,N/A,on-site,HIGH,No,LLM: Location scie circulaire sur place,Durée : 1 jour,detail_page,No,https://www.allovoisins.com/r/186/2/14935/0/location-Scie-circulaire-Langueux
N/A,Location chat / chaton - Carpentras,France,N/A,1€,N/A,N/A,allovoisins,general,unknown,N/A,N/A,N/A,on-site,MEDIUM,No,LLM: Pas d'indicateurs de télétravail,N/A,listing_page,No,https://www.allovoisins.com/r/5236/49/42304/0/location-Chat-chaton-Carpentras
N/A,Location echafaudage - Auneau-Bleury-Saint-Symphorien,France,N/A,45€,N/A,N/A,allovoisins,general,unknown,N/A,N/A,N/A,on-site,HIGH,No,LLM: Location echafaudage sur place,Durée : 3 jours,detail_page,No,https://www.allovoisins.com/r/288/4/80240/0/location-Echafaudage-Auneau-bleury-saint-symphorien
N/A,Louer une pince à sertir - Dijon,France,N/A,10€,N/A,N/A,allovoisins,general,unknown,N/A,N/A,N/A,on-site,HIGH,No,LLM: Louer une pince à sertir,Durée : 1 jour,detail_page,No,https://www.allovoisins.com/r/132/2/66021/0/location-Pince-a-sertir-Dijon
N/A,Location scie à onglet - Toulouse,France,N/A,15€,N/A,N/A,allovoisins,general,unknown,N/A,N/A,N/A,on-site,HIGH,No,LLM: Location scie à onglet sur place,Durée : 1 jour,detail_page,No,https://www.allovoisins.com/r/184/2/42921/0/location-Scie-a-onglet-Toulouse
N/A,Recherche Manucure à Villefranche-sur-Saône,France,N/A,N/A,N/A,N/A,allovoisins,general,unknown,N/A,N/A,N/A,on-site,HIGH,No,Obvious on-site work: manucure,N/A,listing_page,No,https://www.allovoisins.com/v/manucure
N/A,Cherche Graphisme - Création flyer - plaquette à Landerneau,France,N/A,N/A,N/A,N/A,allovoisins,general,employer,N/A,N/A,N/A,remote,MEDIUM,Yes,LLM: Graphisme créatif,N/A,listing_page,No,https://www.allovoisins.com/v/graphisme-creation-flyer-plaquette
N/A,Louer une shampouineuse - Villemoisson-sur-Orge,France,N/A,15€,N/A,N/A,allovoisins,general,unknown,N/A,N/A,N/A,on-site,MEDIUM,No,NLP Analysis: No clear remote/on-site signals — defaulting to on-site (scores tied at 0),Durée : 1 jour,detail_page,No,https://www.allovoisins.com/r/199/2/44585/0/location-Shampouineuse-Villemoisson-sur-orge
N/A,Louer un broyeur de vĂ©gĂ©taux - La Roche-des-Arnauds,France,N/A,N/A,N/A,N/A,allovoisins,general,unknown,N/A,N/A,N/A,on-site,MEDIUM,No,NLP Analysis: No clear remote/on-site signals — defaulting to on-site (scores tied at 0),Durée : 1 jour,detail_page,No,https://www.allovoisins.com/r/436/11/8171/0/location-Broyeur-de-vegetaux-La-roche-des-arnauds
N/A,Cherche Cours de piano Ă Ossun,France,N/A,Ă€ convenir,N/A,N/A,allovoisins,general,unknown,N/A,N/A,N/A,on-site,MEDIUM,No,NLP Analysis: No clear remote/on-site signals — defaulting to on-site (scores tied at 0),N/A,listing_page,No,https://www.allovoisins.com/v/cours-de-piano
N/A,Location tronĂ§onneuse - Oloron-Sainte-Marie,France,N/A,N/A,N/A,N/A,allovoisins,general,unknown,N/A,N/A,N/A,on-site,MEDIUM,No,NLP Analysis: No clear remote/on-site signals — defaulting to on-site (scores tied at 0),Durée : 1 jour,detail_page,No,https://www.allovoisins.com/r/535/11/34287/0/location-Tronconneuse-Oloron-sainte-marie
N/A,Acheter une citadine / petite voiture / voiture économique - Toulouse,France,N/A,1600€,N/A,N/A,allovoisins,general,unknown,N/A,N/A,N/A,on-site,MEDIUM,No,NLP Analysis: No clear remote/on-site signals — defaulting to on-site (scores tied at 0),N/A,listing_page,No,https://www.allovoisins.com/r/0/75/0/0/location-vente/Voiture-classique
N/A,Recherche Cours de couture à Caen,France,N/A,N/A,N/A,N/A,allovoisins,general,unknown,N/A,N/A,N/A,on-site,MEDIUM,No,NLP Analysis: No clear remote/on-site signals — defaulting to on-site (scores tied at 0),N/A,listing_page,No,https://www.allovoisins.com/v/cours-de-couture
N/A,Location logement - Évreux,France,N/A,400€,N/A,N/A,allovoisins,general,unknown,N/A,N/A,N/A,on-site,MEDIUM,No,NLP Analysis: No clear remote/on-site signals — defaulting to on-site (scores tied at 0),Durée : 365 jours,detail_page,No,https://www.allovoisins.com/r/0/89/0/0/location-vente/Chambre
N/A,Acheter une citadine / petite voiture / voiture économique - Toulouse,France,N/A,1600€,N/A,N/A,allovoisins,general,unknown,N/A,N/A,N/A,on-site,MEDIUM,No,NLP Analysis: No clear remote/on-site signals — defaulting to on-site (scores tied at 0),N/A,listing_page,No,https://www.allovoisins.com/r/0/75/0/0/location-vente/Voiture-classique
N/A,Recherche Cours de couture à Caen,France,N/A,N/A,N/A,N/A,allovoisins,general,unknown,N/A,N/A,N/A,on-site,MEDIUM,No,NLP Analysis: No clear remote/on-site signals — defaulting to on-site (scores tied at 0),N/A,listing_page,No,https://www.allovoisins.com/v/cours-de-couture
N/A,Location logement - Évreux,France,N/A,400€,N/A,N/A,allovoisins,general,unknown,N/A,N/A,N/A,on-site,MEDIUM,No,NLP Analysis: No clear remote/on-site signals — defaulting to on-site (scores tied at 0),Durée : 365 jours,detail_page,No,https://www.allovoisins.com/r/0/89/0/0/location-vente/Chambre
N/A,Recherche Cours de dessin à Asnières-sur-Seine,France,N/A,N/A,N/A,N/A,allovoisins,general,unknown,N/A,N/A,N/A,on-site,MEDIUM,No,NLP Analysis: No clear remote/on-site signals — defaulting to on-site (scores tied at 0),N/A,listing_page,No,https://www.allovoisins.com/r/0/239/0/0/service/Cours-de-dessin
N/A,Acheter une citadine / petite voiture / voiture économique - Toulouse,France,N/A,1600€,N/A,N/A,allovoisins,general,unknown,N/A,N/A,N/A,on-site,MEDIUM,No,NLP Analysis: No clear remote/on-site signals — defaulting to on-site (scores tied at 0),N/A,listing_page,No,https://www.allovoisins.com/r/0/75/0/0/location-vente/Voiture-classique
N/A,Recherche Cours de couture à Caen,France,N/A,N/A,N/A,N/A,allovoisins,general,unknown,N/A,N/A,N/A,on-site,MEDIUM,No,NLP Analysis: No clear remote/on-site signals — defaulting to on-site (scores tied at 0),N/A,listing_page,No,https://www.allovoisins.com/v/cours-de-couture
N/A,Location logement - Évreux,France,N/A,400€,N/A,N/A,allovoisins,general,unknown,N/A,N/A,N/A,on-site,MEDIUM,No,NLP Analysis: No clear remote/on-site signals — defaulting to on-site (scores tied at 0),Durée : 365 jours,detail_page,No,https://www.allovoisins.com/r/0/89/0/0/location-vente/Chambre
N/A,Louer une tonnelle - Mont-de-Marsan,France,N/A,50€,N/A,N/A,allovoisins,general,employer,N/A,N/A,N/A,on-site,HIGH,No,LLM: Location spécifique,Durée : 1 jour,detail_page,No,https://www.allovoisins.com/r/0/12/0/0/location-vente/Equipement-piscine
N/A,Louer une tonnelle - Mont-de-Marsan,France,N/A,50€,N/A,N/A,allovoisins,general,employer,N/A,N/A,N/A,on-site,HIGH,No,LLM: Location spécifique,Durée : 1 jour,detail_page,No,https://www.allovoisins.com/r/0/12/0/0/location-vente/Equipement-piscine
N/A,Acheter une citadine / petite voiture / voiture économique - Toulouse,France,N/A,1600€,N/A,N/A,allovoisins,general,unknown,N/A,N/A,N/A,on-site,MEDIUM,No,NLP Analysis: No clear remote/on-site signals — defaulting to on-site (scores tied at 0),N/A,listing_page,No,https://www.allovoisins.com/r/0/75/0/0/location-vente/Voiture-classique
N/A,Recherche Cours de couture à Caen,France,N/A,N/A,N/A,N/A,allovoisins,general,unknown,N/A,N/A,N/A,on-site,MEDIUM,No,NLP Analysis: No clear remote/on-site signals — defaulting to on-site (scores tied at 0),N/A,listing_page,No,https://www.allovoisins.com/v/cours-de-couture
N/A,Location logement - Évreux,France,N/A,400€,N/A,N/A,allovoisins,general,unknown,N/A,N/A,N/A,on-site,MEDIUM,No,NLP Analysis: No clear remote/on-site signals — defaulting to on-site (scores tied at 0),Durée : 365 jours,detail_page,No,https://www.allovoisins.com/r/0/89/0/0/location-vente/Chambre
N/A,Acheter une citadine / petite voiture / voiture économique - Toulouse,France,N/A,1600€,N/A,N/A,allovoisins,general,unknown,N/A,N/A,N/A,on-site,MEDIUM,No,NLP Analysis: No clear remote/on-site signals — defaulting to on-site (scores tied at 0),N/A,listing_page,No,https://www.allovoisins.com/r/0/75/0/0/location-vente/Voiture-classique
N/A,Recherche Cours de couture à Caen,France,N/A,N/A,N/A,N/A,allovoisins,general,unknown,N/A,N/A,N/A,on-site,MEDIUM,No,NLP Analysis: No clear remote/on-site signals — defaulting to on-site (scores tied at 0),N/A,listing_page,No,https://www.allovoisins.com/v/cours-de-couture
N/A,Location logement - Évreux,France,N/A,400€,N/A,N/A,allovoisins,general,unknown,N/A,N/A,N/A,on-site,MEDIUM,No,NLP Analysis: No clear remote/on-site signals — defaulting to on-site (scores tied at 0),Durée : 365 jours,detail_page,No,https://www.allovoisins.com/r/0/89/0/0/location-vente/Chambre
N/A,Louer une tonnelle - Mont-de-Marsan,France,N/A,50€,N/A,N/A,allovoisins,general,employer,N/A,N/A,N/A,on-site,HIGH,No,LLM: Location spécifique,Durée : 1 jour,detail_page,No,https://www.allovoisins.com/r/0/12/0/0/location-vente/Equipement-piscine
N/A,Recherche Cours de dessin à Asnières-sur-Seine,France,N/A,N/A,N/A,N/A,allovoisins,general,unknown,N/A,N/A,N/A,on-site,MEDIUM,No,NLP Analysis: No clear remote/on-site signals — defaulting to on-site (scores tied at 0),N/A,listing_page,No,https://www.allovoisins.com/r/0/239/0/0/service/Cours-de-dessin
N/A,Location vﾃｩlo ﾃｩlectrique - ﾃ英inay-sous-Sﾃｩnart,France,N/A,N/A,N/A,N/A,allovoisins,general,unknown,N/A,N/A,N/A,on-site,MEDIUM,No,NLP Analysis: No clear remote/on-site signals — defaulting to on-site (scores tied at 0),Durée : 1 jour,detail_page,No,https://www.allovoisins.com/r/0/51/0/0/location-vente/Velo-accessoires
N/A,Acheter une citadine / petite voiture / voiture économique - Toulouse,France,N/A,1600€,N/A,N/A,allovoisins,general,unknown,N/A,N/A,N/A,on-site,MEDIUM,No,NLP Analysis: No clear remote/on-site signals — defaulting to on-site (scores tied at 0),N/A,listing_page,No,https://www.allovoisins.com/r/0/75/0/0/location-vente/Voiture-classique
N/A,Recherche Cours de couture à Caen,France,N/A,N/A,N/A,N/A,allovoisins,general,unknown,N/A,N/A,N/A,on-site,MEDIUM,No,NLP Analysis: No clear remote/on-site signals — defaulting to on-site (scores tied at 0),N/A,listing_page,No,https://www.allovoisins.com/v/cours-de-couture
N/A,Location logement - Évreux,France,N/A,400€,N/A,N/A,allovoisins,general,unknown,N/A,N/A,N/A,on-site,MEDIUM,No,NLP Analysis: No clear remote/on-site signals — defaulting to on-site (scores tied at 0),Durée : 365 jours,detail_page,No,https://www.allovoisins.com/r/0/89/0/0/location-vente/Chambre
N/A,Louer une tonnelle - Mont-de-Marsan,France,N/A,50€,N/A,N/A,allovoisins,general,employer,N/A,N/A,N/A,on-site,HIGH,No,LLM: Location spécifique,Durée : 1 jour,detail_page,No,https://www.allovoisins.com/r/0/12/0/0/location-vente/Equipement-piscine
