id,title,location,category,price,poster,date_posted,source,vertical,poster_type,subject_category,instruction_lang,level,classification,confidence,is_remote,reasoning,description_preview,description_source,was_reanalyzed,url
N/A,Location motobineuse - Toulouse,France,N/A,N/A,N/A,N/A,allovoisins,general,unknown,N/A,N/A,N/A,on-site,HIGH,No,LLM: Location motobineuse à Toulouse,Durée : 1 jour,detail_page,No,https://www.allovoisins.com/r/487/11/42936/0/location-Motobineuse-Toulouse
N/A,Location citadine / petite voiture / voiture Ă©conomique - Saint-Maur-des-FossĂ©s,France,N/A,N/A,N/A,N/A,allovoisins,general,unknown,N/A,N/A,N/A,on-site,HIGH,No,LLM: Pas de travail à distance,Durée : 1 jour,detail_page,No,https://www.allovoisins.com/r/4201/75/66138/0/location-Citadine-petite-voiture-voiture-economique-Saint-maur-des-fosses
N/A,Louer un motoculteur - La Ferté-sous-Jouarre,France,N/A,20€,N/A,N/A,allovoisins,general,employer,N/A,N/A,N/A,on-site,HIGH,No,LLM: Location spécifique,Durée : 1 jour,detail_page,No,https://www.allovoisins.com/r/488/11/39737/0/location-Motoculteur-La-ferte-sous-jouarre
N/A,Acheter un terre / terreau / fumier - Cormeilles-en-Parisis,France,N/A,1€,N/A,N/A,allovoisins,general,unknown,N/A,N/A,N/A,on-site,HIGH,No,"LLM: Acheter un terre, travail physique requis",N/A,listing_page,No,https://www.allovoisins.com/r/5251/94/43582/0/location-Terre-terreau-fumier-Cormeilles-en-parisis
N/A,Louer un costume femme - Marssac-sur-Tarn,France,N/A,10€,N/A,N/A,allovoisins,general,employer,N/A,N/A,N/A,on-site,HIGH,No,LLM: Location spécifique requise,Durée : 1 jour,detail_page,No,https://www.allovoisins.com/r/5351/61/41619/0/location-Costume-femme-Marssac-sur-tarn
N/A,Louer une maison / villa - Saint-Jean-de-Losne,France,N/A,780€,N/A,N/A,allovoisins,general,unknown,N/A,N/A,N/A,on-site,HIGH,No,LLM: Location spécifique,Durée : 365 jours,detail_page,No,https://www.allovoisins.com/r/4343/87/14131/0/location-Maison-villa-Saint-jean-de-losne
N/A,Louer une ponceuse à parquet - Sin-le-Noble,France,N/A,22€,N/A,N/A,allovoisins,general,employer,N/A,N/A,N/A,on-site,HIGH,No,LLM: Travail physique requis,Durée : 1 jour,detail_page,No,https://www.allovoisins.com/r/159/2/31067/0/location-Ponceuse-a-parquet-Sin-le-noble
N/A,Location mobil-home - Charleval,France,N/A,10€,N/A,N/A,allovoisins,general,unknown,N/A,N/A,N/A,on-site,HIGH,No,LLM: Pas de travail à distance indiqué,Durée : 1 jour,detail_page,No,https://www.allovoisins.com/r/4348/90/10945/0/location-Mobil-home-Charleval
N/A,Location pistolet à peinture - Vendeville,France,N/A,20€,N/A,N/A,allovoisins,general,unknown,N/A,N/A,N/A,on-site,HIGH,No,Obvious on-site work: peinture,N/A,listing_page,No,https://www.allovoisins.com/r/150/2/30774/0/location-Pistolet-a-peinture-Vendeville
N/A,Louer un coupe carreaux / carrelette - Saint-Ay,France,N/A,12€,N/A,N/A,allovoisins,general,employer,N/A,N/A,N/A,on-site,HIGH,No,LLM: Travail physique requis,Durée : 1 jour,detail_page,No,https://www.allovoisins.com/r/54/2/24365/0/location-Coupe-carreaux-carrelette-Saint-ay
N/A,Prêt carton de rangement / carton de déménagement - Montreuil-Juigné,France,N/A,N/A,N/A,N/A,allovoisins,general,unknown,N/A,N/A,N/A,on-site,HIGH,No,Obvious on-site work: ménage,N/A,listing_page,No,https://www.allovoisins.com/r/352/7/25835/0/location-Carton-de-rangement-carton-de-demenagement-Montreuil-juigne
N/A,Location clé (outillage) - La Rivière-Saint-Sauveur,France,N/A,5€,N/A,N/A,allovoisins,general,employer,N/A,N/A,N/A,on-site,HIGH,No,LLM: Location spécifique requise,Durée : 1 jour,detail_page,No,https://www.allovoisins.com/r/45/2/11637/0/location-Cle-outillage-La-riviere-saint-sauveur
N/A,Louer un broyeur de végétaux - Saint-Christophe-du-Ligneron,France,N/A,40€,N/A,N/A,allovoisins,general,employer,N/A,N/A,N/A,on-site,HIGH,No,LLM: Broyeur de végétaux sur place,Durée : 1 jour,detail_page,No,https://www.allovoisins.com/r/436/11/42693/0/location-Broyeur-de-vegetaux-Saint-christophe-du-ligneron
N/A,Location nettoyeur vapeur (outillage) - Boulogne-sur-Gesse,France,N/A,10€,N/A,N/A,allovoisins,general,employer,N/A,N/A,N/A,on-site,HIGH,No,"LLM: Nettoyage vapeur, travail physique requis",Durée : 1 jour,detail_page,No,https://www.allovoisins.com/r/124/2/19056/0/location-Nettoyeur-vapeur-outillage-Boulogne-sur-gesse
N/A,Cherche Aide soignante à Nîmes,France,N/A,N/A,N/A,N/A,allovoisins,general,employer,N/A,N/A,N/A,on-site,HIGH,No,LLM: Aide soignante nécessite présence physique,N/A,listing_page,No,https://www.allovoisins.com/v/aide-soignante
N/A,Louer un vidéo projecteur - Savigny-le-Temple,France,N/A,26€,N/A,N/A,allovoisins,general,employer,N/A,N/A,N/A,on-site,HIGH,No,LLM: Location spécifique,Durée : 1 jour,detail_page,No,https://www.allovoisins.com/r/1803/32/39691/0/location-Video-projecteur-Savigny-le-temple
N/A,Location sableuse - Ossey-les-Trois-Maisons,France,N/A,42€,N/A,N/A,allovoisins,general,unknown,N/A,N/A,N/A,on-site,HIGH,No,LLM: Pas d'indicateurs de travail à distance,Durée : 1 jour,detail_page,No,https://www.allovoisins.com/r/275/3/9621/0/location-Sableuse-Ossey-les-trois-maisons
N/A,Louer une chaise (evènementiel) - Savigny-le-Temple,France,N/A,30€,N/A,N/A,allovoisins,general,employer,N/A,N/A,N/A,on-site,HIGH,No,LLM: Évènementiel nécessite présence physique,Durée : 1 jour,detail_page,No,https://www.allovoisins.com/r/1324/25/39691/0/location-Chaise-evenementiel-Savigny-le-temple
N/A,Louer une remorque auto - Saubion,France,N/A,29€,N/A,N/A,allovoisins,general,employer,N/A,N/A,N/A,on-site,HIGH,No,LLM: Location spécifique,Durée : 1 jour,detail_page,No,https://www.allovoisins.com/r/4234/79/22950/0/location-Remorque-auto-Saubion
N/A,Louer un motoculteur - Kingersheim,France,N/A,30€,N/A,N/A,allovoisins,general,employer,N/A,N/A,N/A,on-site,HIGH,No,LLM: Location spécifique en France,Durée : 1 jour,detail_page,No,https://www.allovoisins.com/r/488/11/35938/0/location-Motoculteur-Kingersheim
N/A,Prêt poste de soudure mig/mag - Saint-Herblain,France,N/A,N/A,N/A,N/A,allovoisins,general,employer,N/A,N/A,N/A,on-site,HIGH,No,LLM: Prêt poste de soudure,Durée : 1 jour,detail_page,No,https://www.allovoisins.com/r/5358/2/24329/0/location-Poste-de-soudure-mig-mag-Saint-herblain
N/A,Louer un kit verres pour réception - Jussy-le-Chaudrier,France,N/A,15€,N/A,N/A,allovoisins,general,employer,N/A,N/A,N/A,on-site,HIGH,No,LLM: Location spécifique,Durée : 2 jours,detail_page,No,https://www.allovoisins.com/r/1360/25/13049/0/location-Kit-verres-pour-reception-Jussy-le-chaudrier
N/A,Louer un jeu de société familial - Nantes,France,N/A,5€,N/A,N/A,allovoisins,general,employer,N/A,N/A,N/A,on-site,HIGH,No,"LLM: Location Nantes, pas de télétravail",Durée : 1 jour,detail_page,No,https://www.allovoisins.com/r/3141/54/24086/0/location-Jeu-de-societe-familial-Nantes
N/A,Location table d'appoint - Nantes,France,N/A,15€,N/A,N/A,allovoisins,general,unknown,N/A,N/A,N/A,on-site,MEDIUM,No,LLM: Pas d'indicateurs de travail à distance,Durée : 1 jour,detail_page,No,https://www.allovoisins.com/r/1095/19/24086/0/location-Table-d-appoint-Nantes
N/A,Louer une glacière - Nantes,France,N/A,6€,N/A,N/A,allovoisins,general,unknown,N/A,N/A,N/A,on-site,HIGH,No,"LLM: Location Nantes, durée 1 jour",Durée : 1 jour,detail_page,No,https://www.allovoisins.com/r/807/18/24086/0/location-Glaciere-Nantes
N/A,Location baignoire bébé - Nantes,France,N/A,10€,N/A,N/A,allovoisins,general,employer,N/A,N/A,N/A,on-site,HIGH,No,LLM: Location baignoire bébé à Nantes,Durée : 1 jour,detail_page,No,https://www.allovoisins.com/r/4119/71/24086/0/location-Baignoire-bebe-Nantes
N/A,Louer un lit pliant / lit parapluie - Nantes,France,N/A,10€,N/A,N/A,allovoisins,general,employer,N/A,N/A,N/A,on-site,HIGH,No,LLM: Location Nantes requise,Durée : 1 jour,detail_page,No,https://www.allovoisins.com/r/4156/71/24086/0/location-Lit-pliant-lit-parapluie-Nantes
N/A,Location réchaud à gaz (camping) - Nantes,France,N/A,10€,N/A,N/A,allovoisins,general,unknown,N/A,N/A,N/A,on-site,HIGH,No,LLM: Location réchaud à gaz,Durée : 1 jour,detail_page,No,https://www.allovoisins.com/r/3049/53/24086/0/location-Rechaud-a-gaz-camping-Nantes
N/A,Louer une tente familiale - Nantes,France,N/A,50€,N/A,N/A,allovoisins,general,employer,N/A,N/A,N/A,on-site,HIGH,No,"LLM: Location Nantes, pas de télétravail",Durée : 1 jour,detail_page,No,https://www.allovoisins.com/r/3060/53/24086/0/location-Tente-familiale-Nantes
N/A,Location adaptateur secteur - Nantes,France,N/A,5€,N/A,N/A,allovoisins,general,unknown,N/A,N/A,N/A,on-site,MEDIUM,No,LLM: Pas d'indicateurs de télétravail,Durée : 1 jour,detail_page,No,https://www.allovoisins.com/r/1806/33/24086/0/location-Adaptateur-secteur-Nantes
N/A,Louer un attelage / plateforme / porte vélo - Nantes,France,N/A,10€,N/A,N/A,allovoisins,general,unknown,N/A,N/A,N/A,on-site,HIGH,No,LLM: Pas de travail à distance,Durée : 1 jour,detail_page,No,https://www.allovoisins.com/r/2933/51/24086/0/location-Attelage-plateforme-porte-velo-Nantes
N/A,Location barres de toit - Nantes,France,N/A,10€,N/A,N/A,allovoisins,general,unknown,N/A,N/A,N/A,on-site,HIGH,No,LLM: Location barres de toit à Nantes,Durée : 1 jour,detail_page,No,https://www.allovoisins.com/r/4214/79/24086/0/location-Barres-de-toit-Nantes
N/A,Louer un coffre de toit - Nantes,France,N/A,10€,N/A,N/A,allovoisins,general,employer,N/A,N/A,N/A,on-site,HIGH,No,LLM: Location Nantes requise,Durée : 1 jour,detail_page,No,https://www.allovoisins.com/r/4216/79/24086/0/location-Coffre-de-toit-Nantes
N/A,Location pelleteuse / minipelle / mini pelle - La Seyne-sur-Mer,France,N/A,100€,N/A,N/A,allovoisins,general,employer,N/A,N/A,N/A,on-site,HIGH,No,LLM: Location physique requise,Durée : 1 jour,detail_page,No,https://www.allovoisins.com/r/257/3/42185/0/location-Pelleteuse-minipelle-mini-pelle-La-seyne-sur-mer
N/A,Louer une valise - Mehun-sur-Yèvre,France,N/A,10€,N/A,N/A,allovoisins,general,unknown,N/A,N/A,N/A,on-site,HIGH,No,LLM: Louer une valise,Durée : 1 jour,detail_page,No,https://www.allovoisins.com/r/3812/65/13264/0/location-Valise-Mehun-sur-yevre
N/A,Recherche Cours d'anglais à Ermont,France,N/A,N/A,N/A,N/A,allovoisins,general,unknown,N/A,N/A,N/A,on-site,MEDIUM,No,LLM: Pas d'indicateurs de télétravail,N/A,listing_page,No,https://www.allovoisins.com/v/cours-d-anglais
N/A,Prêt dessoucheuse / rogneuse - Serval,France,N/A,N/A,N/A,N/A,allovoisins,general,unknown,N/A,N/A,N/A,on-site,HIGH,No,LLM: Prêt dessoucheuse physique,Durée : 1 jour,detail_page,No,https://www.allovoisins.com/r/456/11/6827/0/location-Dessoucheuse-rogneuse-Serval
N/A,Location vélo d'appartement - Le Havre,France,N/A,28€,N/A,N/A,allovoisins,general,unknown,N/A,N/A,N/A,on-site,HIGH,No,LLM: Location vélo d'appartement,Durée : 30 jours,detail_page,No,https://www.allovoisins.com/r/2406/42/39297/0/location-Velo-d-appartement-Le-havre
N/A,Louer une scie sabre - Miramont-d'Astarac,France,N/A,15€,N/A,N/A,allovoisins,general,unknown,N/A,N/A,N/A,on-site,HIGH,No,LLM: Location spécifique en France,Durée : 1 jour,detail_page,No,https://www.allovoisins.com/r/5259/2/19643/0/location-Scie-sabre-Miramont-d-astarac
N/A,Recherche Cours d'anglais à Ermont,France,N/A,N/A,N/A,N/A,allovoisins,general,unknown,N/A,N/A,N/A,on-site,MEDIUM,No,LLM: Pas d'indicateurs de télétravail,N/A,listing_page,No,https://www.allovoisins.com/v/cours-d-anglais
N/A,Recherche Cours d'anglais à Ermont,France,N/A,N/A,N/A,N/A,allovoisins,general,unknown,N/A,N/A,N/A,on-site,MEDIUM,No,LLM: Pas d'indicateurs de télétravail,N/A,listing_page,No,https://www.allovoisins.com/v/cours-d-anglais
N/A,Recherche Cours d'anglais à Ermont,France,N/A,N/A,N/A,N/A,allovoisins,general,unknown,N/A,N/A,N/A,on-site,MEDIUM,No,LLM: Pas d'indicateurs de télétravail,N/A,listing_page,No,https://www.allovoisins.com/v/cours-d-anglais
N/A,Recherche Cours d'anglais à Ermont,France,N/A,N/A,N/A,N/A,allovoisins,general,unknown,N/A,N/A,N/A,on-site,MEDIUM,No,LLM: Pas d'indicateurs de télétravail,N/A,listing_page,No,https://www.allovoisins.com/v/cours-d-anglais
N/A,Recherche Cours d'anglais à Ermont,France,N/A,N/A,N/A,N/A,allovoisins,general,unknown,N/A,N/A,N/A,on-site,MEDIUM,No,LLM: Pas d'indicateurs de télétravail,N/A,listing_page,No,https://www.allovoisins.com/v/cours-d-anglais
N/A,Recherche Cours d'anglais à Ermont,France,N/A,N/A,N/A,N/A,allovoisins,general,unknown,N/A,N/A,N/A,on-site,MEDIUM,No,LLM: Pas d'indicateurs de télétravail,N/A,listing_page,No,https://www.allovoisins.com/v/cours-d-anglais
N/A,Recherche Cours d'anglais à Ermont,France,N/A,N/A,N/A,N/A,allovoisins,general,unknown,N/A,N/A,N/A,on-site,MEDIUM,No,LLM: Pas d'indicateurs de télétravail,N/A,listing_page,No,https://www.allovoisins.com/v/cours-d-anglais
N/A,Recherche Cours d'anglais à Ermont,France,N/A,N/A,N/A,N/A,allovoisins,general,unknown,N/A,N/A,N/A,on-site,MEDIUM,No,LLM: Pas d'indicateurs de télétravail,N/A,listing_page,No,https://www.allovoisins.com/v/cours-d-anglais
N/A,Recherche Cours d'anglais à Ermont,France,N/A,N/A,N/A,N/A,allovoisins,general,unknown,N/A,N/A,N/A,on-site,MEDIUM,No,LLM: Pas d'indicateurs de télétravail,N/A,listing_page,No,https://www.allovoisins.com/v/cours-d-anglais
N/A,Recherche Cours d'anglais à Ermont,France,N/A,N/A,N/A,N/A,allovoisins,general,unknown,N/A,N/A,N/A,on-site,MEDIUM,No,LLM: Pas d'indicateurs de télétravail,N/A,listing_page,No,https://www.allovoisins.com/v/cours-d-anglais
N/A,Recherche Cours d'anglais à Ermont,France,N/A,N/A,N/A,N/A,allovoisins,general,unknown,N/A,N/A,N/A,on-site,MEDIUM,No,LLM: Pas d'indicateurs de télétravail,N/A,listing_page,No,https://www.allovoisins.com/v/cours-d-anglais
N/A,Recherche Cours d'anglais à Ermont,France,N/A,N/A,N/A,N/A,allovoisins,general,unknown,N/A,N/A,N/A,on-site,MEDIUM,No,LLM: Pas d'indicateurs de télétravail,N/A,listing_page,No,https://www.allovoisins.com/v/cours-d-anglais
N/A,Recherche Cours d'anglais à Ermont,France,N/A,N/A,N/A,N/A,allovoisins,general,unknown,N/A,N/A,N/A,on-site,MEDIUM,No,LLM: Pas d'indicateurs de télétravail,N/A,listing_page,No,https://www.allovoisins.com/v/cours-d-anglais
N/A,Recherche Cours d'anglais à Ermont,France,N/A,N/A,N/A,N/A,allovoisins,general,unknown,N/A,N/A,N/A,on-site,MEDIUM,No,LLM: Pas d'indicateurs de télétravail,N/A,listing_page,No,https://www.allovoisins.com/v/cours-d-anglais
N/A,Recherche Cours d'anglais à Ermont,France,N/A,N/A,N/A,N/A,allovoisins,general,unknown,N/A,N/A,N/A,on-site,MEDIUM,No,LLM: Pas d'indicateurs de télétravail,N/A,listing_page,No,https://www.allovoisins.com/v/cours-d-anglais
N/A,Recherche Cours d'anglais à Ermont,France,N/A,N/A,N/A,N/A,allovoisins,general,unknown,N/A,N/A,N/A,on-site,MEDIUM,No,LLM: Pas d'indicateurs de télétravail,N/A,listing_page,No,https://www.allovoisins.com/v/cours-d-anglais
N/A,Recherche Cours d'anglais à Ermont,France,N/A,N/A,N/A,N/A,allovoisins,general,unknown,N/A,N/A,N/A,on-site,MEDIUM,No,LLM: Pas d'indicateurs de télétravail,N/A,listing_page,No,https://www.allovoisins.com/v/cours-d-anglais
N/A,Recherche Cours d'anglais à Ermont,France,N/A,N/A,N/A,N/A,allovoisins,general,unknown,N/A,N/A,N/A,on-site,MEDIUM,No,LLM: Pas d'indicateurs de télétravail,N/A,listing_page,No,https://www.allovoisins.com/v/cours-d-anglais
N/A,Recherche Cours d'anglais à Ermont,France,N/A,N/A,N/A,N/A,allovoisins,general,unknown,N/A,N/A,N/A,on-site,MEDIUM,No,LLM: Pas d'indicateurs de télétravail,N/A,listing_page,No,https://www.allovoisins.com/v/cours-d-anglais
N/A,Recherche Cours d'anglais à Ermont,France,N/A,N/A,N/A,N/A,allovoisins,general,unknown,N/A,N/A,N/A,on-site,MEDIUM,No,LLM: Pas d'indicateurs de télétravail,N/A,listing_page,No,https://www.allovoisins.com/v/cours-d-anglais
N/A,Recherche Cours d'anglais à Ermont,France,N/A,N/A,N/A,N/A,allovoisins,general,unknown,N/A,N/A,N/A,on-site,MEDIUM,No,LLM: Pas d'indicateurs de télétravail,N/A,listing_page,No,https://www.allovoisins.com/v/cours-d-anglais
N/A,Recherche Cours d'anglais à Ermont,France,N/A,N/A,N/A,N/A,allovoisins,general,unknown,N/A,N/A,N/A,on-site,MEDIUM,No,LLM: Pas d'indicateurs de télétravail,N/A,listing_page,No,https://www.allovoisins.com/v/cours-d-anglais
N/A,Recherche Cours d'anglais à Ermont,France,N/A,N/A,N/A,N/A,allovoisins,general,unknown,N/A,N/A,N/A,on-site,MEDIUM,No,LLM: Pas d'indicateurs de télétravail,N/A,listing_page,No,https://www.allovoisins.com/v/cours-d-anglais
N/A,Recherche Cours d'anglais à Ermont,France,N/A,N/A,N/A,N/A,allovoisins,general,unknown,N/A,N/A,N/A,on-site,MEDIUM,No,LLM: Pas d'indicateurs de télétravail,N/A,listing_page,No,https://www.allovoisins.com/v/cours-d-anglais
N/A,Recherche Cours d'anglais à Ermont,France,N/A,N/A,N/A,N/A,allovoisins,general,unknown,N/A,N/A,N/A,on-site,MEDIUM,No,LLM: Pas d'indicateurs de télétravail,N/A,listing_page,No,https://www.allovoisins.com/v/cours-d-anglais
N/A,Recherche Cours d'anglais à Ermont,France,N/A,N/A,N/A,N/A,allovoisins,general,unknown,N/A,N/A,N/A,on-site,MEDIUM,No,LLM: Pas d'indicateurs de télétravail,N/A,listing_page,No,https://www.allovoisins.com/v/cours-d-anglais
N/A,Recherche Cours d'anglais à Ermont,France,N/A,N/A,N/A,N/A,allovoisins,general,unknown,N/A,N/A,N/A,on-site,MEDIUM,No,LLM: Pas d'indicateurs de télétravail,N/A,listing_page,No,https://www.allovoisins.com/v/cours-d-anglais
N/A,Recherche Cours d'anglais à Ermont,France,N/A,N/A,N/A,N/A,allovoisins,general,unknown,N/A,N/A,N/A,on-site,MEDIUM,No,LLM: Pas d'indicateurs de télétravail,N/A,listing_page,No,https://www.allovoisins.com/v/cours-d-anglais
N/A,Recherche Cours d'anglais à Ermont,France,N/A,N/A,N/A,N/A,allovoisins,general,unknown,N/A,N/A,N/A,on-site,MEDIUM,No,LLM: Pas d'indicateurs de télétravail,N/A,listing_page,No,https://www.allovoisins.com/v/cours-d-anglais
N/A,Recherche Cours d'anglais à Ermont,France,N/A,N/A,N/A,N/A,allovoisins,general,unknown,N/A,N/A,N/A,on-site,MEDIUM,No,LLM: Pas d'indicateurs de télétravail,N/A,listing_page,No,https://www.allovoisins.com/v/cours-d-anglais
N/A,Recherche Cours d'anglais à Ermont,France,N/A,N/A,N/A,N/A,allovoisins,general,unknown,N/A,N/A,N/A,on-site,MEDIUM,No,LLM: Pas d'indicateurs de télétravail,N/A,listing_page,No,https://www.allovoisins.com/v/cours-d-anglais
