id,title,location,category,price,poster,date_posted,source,vertical,poster_type,subject_category,instruction_lang,level,classification,confidence,is_remote,reasoning,description_preview,description_source,was_reanalyzed,url
N/A,M&A Research Analyst,Berlin,N/A,N/A,N/A,N/A,arbeitnow,general,employer,N/A,N/A,N/A,remote,HIGH,Yes,Pre-classified by arbeitnow scraper,EquiMatch is a Berlin-based AI-assisted deal target generation platform serving private equity firms. We turn high-level investment criteria into curated longlists of acquisition targets — combining s...,listing_page,No,https://www.arbeitnow.com/jobs/companies/equimatch-gmbh/ma-research-analyst-berlin-498635
N/A,DevOps Softwareentwickler:in mit Karriereambitionen - jetzt mit uns voll durchstarten!,Markt Indersdorf,N/A,N/A,N/A,N/A,arbeitnow,general,employer,N/A,N/A,N/A,remote,HIGH,Yes,Pre-classified by arbeitnow scraper,"Wir sind ein fast zwei Jahre altes IT Unternehmen, aktuell 50 MA, und suchen nun weiterhin Verstärkung, um Cloud-Projekte bei unseren Kunden durchzuführen. Aufgaben Du willst: Deine Arbeitszeiten selb...",listing_page,No,https://www.arbeitnow.com/jobs/companies/auralis-group/devops-softwareentwicklerin-mit-karriereambitionen-jetzt-mit-uns-voll-durchstarten-markt-indersdorf-74834
N/A,Shopify E-Commerce Manager/in - International & B2B (m/w/d),Ganderkesee,N/A,N/A,N/A,N/A,arbeitnow,general,employer,N/A,N/A,N/A,remote,HIGH,Yes,Pre-classified by arbeitnow scraper,"Es ist Feierabend und du verlässt das Office, happy und mit einem guten Gefühl. Dein erster Tag bei PRESCH war einfach stark 🔥 Du hast direkt dein Team kennengelernt, einen ersten Blick in den Shopify...",listing_page,No,https://www.arbeitnow.com/jobs/companies/presch-tools-gmbh/shopify-e-commerce-manager-international-b2b-ganderkesee-278253
N/A,(Senior) Teamlead Software Development,Berlin,N/A,N/A,N/A,N/A,arbeitnow,general,employer,N/A,N/A,N/A,remote,HIGH,Yes,Pre-classified by arbeitnow scraper,"Your mission The Bikeleasing Group is one of the leading employer‑benefit and mobility solutions groups in Germany. With several specialized companies and strong, profitable growth, we are shaping the...",listing_page,No,https://www.arbeitnow.com/jobs/companies/bikeleasing-service-gmbh-co-kg/senior-teamlead-software-development-berlin-107950
N/A,(Senior) Teamlead Software Development,Berlin,N/A,N/A,N/A,N/A,arbeitnow,general,employer,N/A,N/A,N/A,remote,HIGH,Yes,Pre-classified by arbeitnow scraper,"Deine Aufgaben Die Bikeleasing Gruppe ist eine der führenden Employer‑Benefit‑ und Mobilitätslösungsgruppen in Deutschland. Mit mehreren spezialisierten Gesellschaften und starkem, profitablem Wachstu...",listing_page,No,https://www.arbeitnow.com/jobs/companies/bikeleasing-service-gmbh-co-kg/senior-teamlead-software-development-berlin-48764
N/A,(Senior) Direct Response Copywriter (all genders),Berlin,N/A,N/A,N/A,N/A,arbeitnow,general,employer,N/A,N/A,N/A,remote,HIGH,Yes,Pre-classified by arbeitnow scraper,"Du bist kein Texter. Du bist ein Umsatzmacher. Du weißt genau, wie ein Funnel tickt, was eine Headline ausmacht und warum Menschen kaufen. Oder es eben nicht tun. Du hast bewiesen, dass deine Texte ve...",listing_page,No,https://www.arbeitnow.com/jobs/companies/mammaly/senior-direct-response-copywriter-all-genders-berlin-344573
N/A,SEO / SEA Spezialist (m/w/d) - Freelance,Mainz,N/A,N/A,N/A,N/A,arbeitnow,general,employer,N/A,N/A,N/A,remote,HIGH,Yes,Pre-classified by arbeitnow scraper,"Dein Platz im Digital Trendteam 🚀 Bei uns zählt das Ergebnis - daher: Arbeite dort, wo du am produktivsten bist. Wir suchen keinen Berater, sondern einen Experten für unser Performance-Team , der tech...",listing_page,No,https://www.arbeitnow.com/jobs/companies/digital-trendteam/seo-sea-spezialist-freelance-mainz-299971
N/A,(Senior) IT Operations Engineer (gn),Berlin,N/A,N/A,N/A,N/A,arbeitnow,general,employer,N/A,N/A,N/A,remote,HIGH,Yes,Pre-classified by arbeitnow scraper,"Deine Aufgaben Die Bikeleasing Gruppe gehört zu den führenden Anbietern moderner Dienstradleasing-Lösungen und verbindet digitale Plattformen, innovative Services und ein stark wachsendes Ökosystem. W...",listing_page,No,https://www.arbeitnow.com/jobs/companies/bikeleasing-service-gmbh-co-kg/senior-it-operations-engineer-gn-berlin-482461
N/A,(Senior) IT Operations Engineer (gn),Berlin,N/A,N/A,N/A,N/A,arbeitnow,general,employer,N/A,N/A,N/A,remote,HIGH,Yes,Pre-classified by arbeitnow scraper,"Your mission Bikeleasing Group is one of the leading providers of modern bike‑leasing solutions, combining digital platforms, innovative services and a strongly growing ecosystem. We enable sustainabl...",listing_page,No,https://www.arbeitnow.com/jobs/companies/bikeleasing-service-gmbh-co-kg/senior-it-operations-engineer-gn-berlin-253306
N/A,Product Marketing Manager (all genders),Hanover,N/A,N/A,N/A,N/A,arbeitnow,general,employer,N/A,N/A,N/A,remote,HIGH,Yes,Pre-classified by arbeitnow scraper,"Als dedizierter Product Marketing Manager bei SYNAOS bringst du Struktur und Klarheit in komplexe Technologien. Du prägst maßgeblich, wie wir unsere Plattform am Markt positionieren, wie wir mit poten...",listing_page,No,https://www.arbeitnow.com/jobs/companies/synaos-gmbh/product-marketing-manager-all-genders-hanover-101926
N/A,Acquisition & Creative Strategy Lead (m/w/d) - Teilzeit,Berlin,N/A,N/A,N/A,N/A,arbeitnow,general,employer,N/A,N/A,N/A,remote,HIGH,Yes,Pre-classified by arbeitnow scraper,"Hilf uns, Meta als Hauptumsatzkanal sauber und profitabel zu skalieren, Creative Testing massiv zu professionalisieren, Google als zweiten Performance-Kanal aufzubauen und die Learnings in Shop, Landi...",listing_page,No,https://www.arbeitnow.com/jobs/companies/fembites/acquisition-creative-strategy-lead-teilzeit-berlin-45069
N/A,Minijob (bis zu 35€/Std.): Werde Englischlehrer und sei dein eigener Boss (w/m/d),Berlin,N/A,N/A,N/A,N/A,arbeitnow,general,employer,N/A,N/A,N/A,remote,HIGH,Yes,Pre-classified by arbeitnow scraper,"Suchst du einen Job mit flexiblen Arbeitszeiten, bei dem du von zu Hause aus etwas dazuverdienen kannst? Werde Mitglied bei Nachhilfeunterricht , der führenden Plattform für Nachhilfeunterricht, der z...",listing_page,No,https://www.arbeitnow.com/jobs/companies/nachhilfeunterricht/minijob-bis-zu-35eur-std-werde-englischlehrer-und-sei-dein-eigener-boss-berlin-148017
N/A,Werkstudent (m/w/d) Video Creation & Editing (m/w/d) - 100 % Homeoffice,Grafschaft,N/A,N/A,N/A,N/A,arbeitnow,general,employer,N/A,N/A,N/A,remote,HIGH,Yes,Pre-classified by arbeitnow scraper,"Wir bei nutri+ glauben an eine Welt, in der Tiere respektiert werden und niemand zurückgelassen wird. Deshalb setzen wir uns nicht nur für hochwertige vegane Produkte ein, sondern unterstützen aktiv d...",listing_page,No,https://www.arbeitnow.com/jobs/companies/nutrition-plus-germany-ek/werkstudent-video-creation-editing-100-homeoffice-grafschaft-86295
N/A,Werkstudent Marketing (w/m/d) remote,Berlin,N/A,N/A,N/A,N/A,arbeitnow,general,employer,N/A,N/A,N/A,remote,HIGH,Yes,Pre-classified by arbeitnow scraper,"PIMA ist der richtige Partner, um Mitarbeiter und Unternehmen gesund erfolgreich zu machen! Wir kümmern uns in allen gesetzlichen, branchenspezifischen und individuellen Belangen ganzheitlich um die G...",listing_page,No,https://www.arbeitnow.com/jobs/companies/pima-health-group-gmbh/werkstudent-marketing-remote-berlin-465676
N/A,Praktikum Automations & KI (m/w/d),Mainz,N/A,N/A,N/A,N/A,arbeitnow,general,employer,N/A,N/A,N/A,remote,HIGH,Yes,Pre-classified by arbeitnow scraper,"Du hast schon erste Berührungspunkte mit Automatisierungen, KI oder digitalen Workflows gehabt — und willst jetzt sehen, wie das Ganze in einem echten Unternehmen angewendet wird? Dann komm zu uns. 🚀 ...",listing_page,No,https://www.arbeitnow.com/jobs/companies/digital-trendteam/praktikum-automations-ki-mainz-59839
N/A,Senior Data Engineer,Munich,N/A,N/A,N/A,N/A,arbeitnow,general,employer,N/A,N/A,N/A,remote,HIGH,Yes,Pre-classified by arbeitnow scraper,"Senior Data Engineer Location: Germany / Spain / Romania (Remote) The Role As a Senior Data Engineer, you will drive the end-to-end development of our core data infrastructure through AI-native engine...",listing_page,No,https://www.arbeitnow.com/jobs/companies/trustyou/senior-data-engineer-munich-176349
N/A,Buchhaltung & Automatisierung im Minijob (m/w/d),Mainz,N/A,N/A,N/A,N/A,arbeitnow,general,employer,N/A,N/A,N/A,remote,HIGH,Yes,Pre-classified by arbeitnow scraper,"Du hast Bock auf Zahlen, Struktur und digitale Tools? Perfekt — wir suchen jemanden, der unsere Buchhaltung nicht nur „mitmacht“, sondern smarter macht. 🚀 Wir sind Digital Trendteam & Digital Brand Ac...",listing_page,No,https://www.arbeitnow.com/jobs/companies/digital-trendteam/buchhaltung-automatisierung-im-minijob-mainz-88666
N/A,Senior Go Consultant / Engineer (m/w/d),Munich,N/A,N/A,N/A,N/A,arbeitnow,general,employer,N/A,N/A,N/A,remote,HIGH,Yes,Pre-classified by arbeitnow scraper,"Hackstack Collective verbindet außergewöhnliche Talente mit Organisationen, die digitale Souveränität ernst nehmen. Aktuell suchen wir für unsere Partner einen Go Experten der High-End-Softwareentwick...",listing_page,No,https://www.arbeitnow.com/jobs/companies/hackstack-gmbh/senior-go-consultant-engineer-munich-341776
N/A,Senior Rust Consultant / Engineer (m/w/d),Munich,N/A,N/A,N/A,N/A,arbeitnow,general,employer,N/A,N/A,N/A,remote,HIGH,Yes,Pre-classified by arbeitnow scraper,"Hackstack Collective verbindet außergewöhnliche Talente mit Organisationen, die digitale Souveränität ernst nehmen. Aktuell suchen wir für unsere Partner einen Rust Experten der High-End-Softwareentwi...",listing_page,No,https://www.arbeitnow.com/jobs/companies/hackstack-gmbh/senior-rust-consultant-engineer-munich-451602
N/A,Consultant Microsoft 365/ Microsoft Cloud (m/w/d),Munich,N/A,N/A,N/A,N/A,arbeitnow,general,employer,N/A,N/A,N/A,remote,HIGH,Yes,Pre-classified by arbeitnow scraper,Seit unserer Gründung 2021 sind wir mit unserem Team aus technischen IT-Experten auf Wachstumskurs. Als cloud-native Company beraten und unterstützen wir Unternehmen und öffentliche Auftraggeber hands...,listing_page,No,https://www.arbeitnow.com/jobs/companies/ares-consulting-gmbh/consultant-microsoft-365-microsoft-cloud-munich-230387
N/A,Senior Consultant Cloud & DevOps Engineering (m/w/d),Munich,N/A,N/A,N/A,N/A,arbeitnow,general,employer,N/A,N/A,N/A,remote,HIGH,Yes,Pre-classified by arbeitnow scraper,Seit unserer Gründung 2021 sind wir mit unserem Team aus technischen IT-Experten auf Wachstumskurs. Als cloud-native Company beraten und unterstützen wir Unternehmen und öffentliche Auftraggeber hands...,listing_page,No,https://www.arbeitnow.com/jobs/companies/ares-consulting-gmbh/senior-consultant-cloud-devops-engineering-munich-164813
N/A,(Senior) Performance Marketing Manager - Paid Social (all genders),Berlin,N/A,N/A,N/A,N/A,arbeitnow,general,employer,N/A,N/A,N/A,remote,HIGH,Yes,Pre-classified by arbeitnow scraper,"About mammaly We are mammaly! - und unsere Mission sind gesunde und glückliche Hunde! Deshalb entwickeln wir Premium Supplements für Hunde, die ein langes und gutes Leben ermöglichen. Gegründet in 202...",listing_page,No,https://www.arbeitnow.com/jobs/companies/mammaly/senior-performance-marketing-manager-paid-social-all-genders-berlin-471446
N/A,(Senior) Lifecycle Manager - Subscription (all genders),Berlin,N/A,N/A,N/A,N/A,arbeitnow,general,employer,N/A,N/A,N/A,remote,HIGH,Yes,Pre-classified by arbeitnow scraper,"About mammaly We are mammaly! - und unsere Mission sind gesunde und glückliche Hunde! Deshalb entwickeln wir Premium Supplements für Hunde, die ein langes und gutes Leben ermöglichen. Gegründet in 202...",listing_page,No,https://www.arbeitnow.com/jobs/companies/mammaly/senior-lifecycle-manager-subscription-all-genders-berlin-79742
N/A,(Senior) Subscription Manager (all genders),Berlin,N/A,N/A,N/A,N/A,arbeitnow,general,employer,N/A,N/A,N/A,remote,HIGH,Yes,Pre-classified by arbeitnow scraper,"About mammaly We are mammaly! - und unsere Mission sind gesunde und glückliche Hunde! Deshalb entwickeln wir Premium Supplements für Hunde, die ein langes und gutes Leben ermöglichen. Gegründet in 202...",listing_page,No,https://www.arbeitnow.com/jobs/companies/mammaly/senior-subscription-manager-all-genders-berlin-146561
N/A,Client Relations Manager (B2C) (m/w/d) | 100% remote,Neuss,N/A,N/A,N/A,N/A,arbeitnow,general,employer,N/A,N/A,N/A,remote,HIGH,Yes,Pre-classified by arbeitnow scraper,"Wir suchen einen Customer Success Manager (B2C) der eigenverantwortlich einen festen Kundenstamm von ca. 2.000+ Kunden betreut. Du bist der zentrale Ansprechpartner und sorgst dafür, dass unsere Kunde...",listing_page,No,https://www.arbeitnow.com/jobs/companies/smartkundigen-ohg/client-relations-manager-b2c-100-remote-neuss-358026
N/A,Kundenbetreuungsmanager (B2C) | 100% remote,Neuss,N/A,N/A,N/A,N/A,arbeitnow,general,employer,N/A,N/A,N/A,remote,HIGH,Yes,Pre-classified by arbeitnow scraper,"Wir suchen einen Customer Success Manager (B2C) der eigenverantwortlich einen festen Kundenstamm von ca. 2.000+ Kunden betreut. Du bist der zentrale Ansprechpartner und sorgst dafür, dass unsere Kunde...",listing_page,No,https://www.arbeitnow.com/jobs/companies/smartkundigen-ohg/kundenbetreuungsmanager-b2c-100-remote-neuss-300895
N/A,Customer Success Manager (B2C) (m/w/d) | 100% remote,Neuss,N/A,N/A,N/A,N/A,arbeitnow,general,employer,N/A,N/A,N/A,remote,HIGH,Yes,Pre-classified by arbeitnow scraper,"Wir suchen einen Customer Success Manager (B2C) der eigenverantwortlich einen festen Kundenstamm von ca. 2.000+ Kunden betreut. Du bist der zentrale Ansprechpartner und sorgst dafür, dass unsere Kunde...",listing_page,No,https://www.arbeitnow.com/jobs/companies/smartkundigen-ohg/customer-success-manager-b2c-100-remote-neuss-442709
N/A,OF Chat-Moderator/-in und Sales Rep (m/w/d),Friedrichshafen,N/A,N/A,N/A,N/A,arbeitnow,general,employer,N/A,N/A,N/A,remote,HIGH,Yes,Pre-classified by arbeitnow scraper,"Bist du bereit, deine Kommunikationsfähigkeiten auf das nächste Level zu bringen? Bei Krea-M, einem kleinen, aber dynamisch wachsenden Unternehmen im Bereich Marketing Services, suchen wir einen engag...",listing_page,No,https://www.arbeitnow.com/jobs/companies/krea-m/of-chat-moderator-in-und-sales-rep-friedrichshafen-497021
N/A,"Senior Performance Marketing & Growth Manager (m/w/d) -  Meta & Google, E-Commerce",Munich,N/A,N/A,N/A,N/A,arbeitnow,general,employer,N/A,N/A,N/A,remote,HIGH,Yes,Pre-classified by arbeitnow scraper,Über CAPULET CAPULET ist eine unabhängige Luxus Schmuckmarke aus Deutschland. Mit Headquarter in München und weiteren Werkstätten in Pforzheim und Berlin. Seit über 15 Jahren stehen wir für hochwertig...,listing_page,No,https://www.arbeitnow.com/jobs/companies/capulet-jewelry/senior-performance-marketing-growth-manager-meta-google-e-commerce-munich-380619
N/A,Shopify Backend Developer / API / Java / GraphQL - (Spring Boot 3) (GCP / Azure / AWS) - remote in EU,Hamburg,N/A,N/A,N/A,N/A,arbeitnow,general,employer,N/A,N/A,N/A,remote,HIGH,Yes,Pre-classified by arbeitnow scraper,"At Pathway Solutions GmbH , we're on a mission to automate accounting for E-Commerce and SaaS companies. Our goal is to free 10,000 entrepreneurs from the burden of manual bookkeeping so they can focu...",listing_page,No,https://www.arbeitnow.com/jobs/companies/pathway-solutions-gmbh/shopify-backend-developer-api-java-graphql-spring-boot-3-gcp-azure-aws-remote-in-eu-hamburg-440589
N/A,Junior (m/w/d) Customer Success & Client Onboarding,Hamburg,N/A,N/A,N/A,N/A,arbeitnow,general,employer,N/A,N/A,N/A,remote,HIGH,Yes,Pre-classified by arbeitnow scraper,"Du suchst den Start-up-Vibe, aber Berlin ist nicht dein Ding? Du willst dort unterstützen, wo du am meisten Impact liefern kannst – statt in starren Strukturen tagein und tagaus dieselben Aufgaben zu ...",listing_page,No,https://www.arbeitnow.com/jobs/companies/linkster-gmbh/junior-customer-success-client-onboarding-hamburg-234300
N/A,Senior Python Developer - Django (m/w/d),Haltern am See,N/A,N/A,N/A,N/A,arbeitnow,general,employer,N/A,N/A,N/A,remote,HIGH,Yes,Pre-classified by arbeitnow scraper,"Du arbeitest strukturiert, behältst auch in komplexen Situationen den Überblick und hast Freude daran, Software gründlich zu prüfen, zu testen und zuverlässig zu deployen? Dann passt du perfekt zu uns...",listing_page,No,https://www.arbeitnow.com/jobs/companies/syncblue-gmbh/senior-python-developer-django-haltern-am-see-16238
N/A,(Juinor) Manager Strategic Projects & Operations (m/f/d),Frankfurt am Main,N/A,N/A,N/A,N/A,arbeitnow,general,employer,N/A,N/A,N/A,remote,HIGH,Yes,Pre-classified by arbeitnow scraper,Deine Aufgaben Du begleitest strategische Kundenprojekte von der ersten Beratung über das Projektmanagement bis hin zur erfolgreichen Durchführung von Proof of Concepts (POCs). Du verantwortest das On...,listing_page,No,https://www.arbeitnow.com/jobs/companies/cashlink-technologies-gmbh/juinor-manager-strategic-projects-operations-frankfurt-am-main-58977
N/A,Senior Java Cloud Backend Engineer (m/f/d) (Ref.Nr.: 46659),Munich,N/A,N/A,N/A,N/A,arbeitnow,general,employer,N/A,N/A,N/A,remote,HIGH,Yes,Pre-classified by arbeitnow scraper,"We are looking for a Developer (Nearshore) to further develop a master data solution in the after-sales domain, focused on managing battery systems, vehicle references, and logistics data. The role is...",listing_page,No,https://www.arbeitnow.com/jobs/companies/wavestone-germany-ag/senior-java-cloud-backend-engineer-refnr-46659-munich-21429
N/A,SAP CO Consultant (m/f/d) (Ref.Nr.: 46657),Munich,N/A,N/A,N/A,N/A,arbeitnow,general,employer,N/A,N/A,N/A,remote,HIGH,Yes,Pre-classified by arbeitnow scraper,We are looking for an experienced SAP CO consultant to support complex cost accounting processes and module integrations at locations in Romania or Poland. Key Facts Start: 04.05.2026 Dauer: Nicht bek...,listing_page,No,https://www.arbeitnow.com/jobs/companies/wavestone-germany-ag/sap-co-consultant-refnr-46657-munich-487419
N/A,Professional Services Consultant (m/f/d),Düsseldorf,N/A,N/A,N/A,N/A,arbeitnow,general,employer,N/A,N/A,N/A,remote,HIGH,Yes,Pre-classified by arbeitnow scraper,An exciting opportunity has opened within our Professional Services Team in the DACH region for a Professional Services Consultant role. This is a full-time position. You will directly contribute to h...,listing_page,No,https://www.arbeitnow.com/jobs/companies/bedford-consulting/professional-services-consultant-dusseldorf-138613
N/A,Anaplan Model Builder (m/f/d),Düsseldorf,N/A,N/A,N/A,N/A,arbeitnow,general,employer,N/A,N/A,N/A,remote,HIGH,Yes,Pre-classified by arbeitnow scraper,An exciting opportunity has opened within our Professional Services Team in the DACH region for a Model Builder role. This is a full-time position. This role is aimed at professionals working close to...,listing_page,No,https://www.arbeitnow.com/jobs/companies/bedford-consulting/anaplan-model-builder-dusseldorf-210735
N/A,Freelance Senior AI Product Manager,Berlin,N/A,N/A,N/A,N/A,arbeitnow,general,employer,N/A,N/A,N/A,remote,HIGH,Yes,Pre-classified by arbeitnow scraper,"We’re hiring a Freelance Senior AI Product Manager to turn messy real-world problems into working GenAI solutions. This is a hands-on role at the intersection of product, delivery, and customer collab...",listing_page,No,https://www.arbeitnow.com/jobs/companies/nexamind-gmbh/freelance-senior-ai-product-manager-berlin-73613
N/A,Digital Marketing & Content Werkstudent:in (m/w/d) 100% Remote,Mannheim,N/A,N/A,N/A,N/A,arbeitnow,general,employer,N/A,N/A,N/A,remote,HIGH,Yes,Pre-classified by arbeitnow scraper,"Bock auf echten Impact im wachsenden KI-Startup? Öffentliche Ausschreibungen sind ein 400-Milliarden-Euro-Markt – und einer der letzten großen Bereiche, der gerade erst digitalisiert wird. Wir sind Ve...",listing_page,No,https://www.arbeitnow.com/jobs/companies/ciconia-systems-gmbh/digital-marketing-content-werkstudentin-100-remote-mannheim-442319
N/A,"Social Media & Creator Marketing Manager, m/w/d",Berlin,N/A,N/A,N/A,N/A,arbeitnow,general,employer,N/A,N/A,N/A,remote,HIGH,Yes,Pre-classified by arbeitnow scraper,"Als Social Media & Creator Marketing Manager bist du verantwortlich für unseren organischen Social-Media-Auftritt und den Aufbau unseres Creator- und UGC-Contents. Du entwickelst Content-Ideen, planst...",listing_page,No,https://www.arbeitnow.com/jobs/companies/neolymp/social-media-creator-marketing-manager-berlin-177763
N/A,Werkstudent(in) Influencer Marketing Manager,Münster,N/A,N/A,N/A,N/A,arbeitnow,general,employer,N/A,N/A,N/A,remote,HIGH,Yes,Pre-classified by arbeitnow scraper,"paselo ist eine der am schnellsten wachsenden D2C-Marken für Hunde-Ergänzungsfuttermittel im DACH-Raum. Wir entwickeln wissenschaftlich fundierte Produkte, die Hunden helfen — länger, aktiver und glüc...",listing_page,No,https://www.arbeitnow.com/jobs/companies/paselo-gmbh/werkstudentin-influencer-marketing-manager-munster-257091
N/A,"Senior Full-Stack-Entwickler:in React / TypeScript / .NET  100 % Remote, KI-First",Berlin,N/A,N/A,N/A,N/A,arbeitnow,general,employer,N/A,N/A,N/A,remote,HIGH,Yes,Pre-classified by arbeitnow scraper,"Softwarelösung im Microsoft-/Cloud-Umfeld. Unsere Zusammenarbeit findet vollständig im Home Office statt, mit kurzen Abstimmungswegen, hoher Eigenverantwortung und einer stark KI-gestützten Arbeitswei...",listing_page,No,https://www.arbeitnow.com/jobs/companies/yourmail-gmbh/senior-full-stack-entwicklerin-react-typescript-net-100-remote-ki-first-berlin-21152
N/A,"Senior Frontend-Entwickler:in React / TypeScript, 100 % Remote, KI-First",Berlin,N/A,N/A,N/A,N/A,arbeitnow,general,employer,N/A,N/A,N/A,remote,HIGH,Yes,Pre-classified by arbeitnow scraper,Wir sind ein modernes Remote-First- und KI-First-Softwareunternehmen und entwickeln eine spezialisierte Softwarelösung im Microsoft-/Cloud-Umfeld. Unsere Zusammenarbeit findet vollständig im Home Offi...,listing_page,No,https://www.arbeitnow.com/jobs/companies/yourmail-gmbh/senior-frontend-entwicklerin-react-typescript-100-remote-ki-first-berlin-288218
N/A,Solution Architect/ PreSales-Consultant (w/m/d),Mannheim,N/A,N/A,N/A,N/A,arbeitnow,general,employer,N/A,N/A,N/A,remote,HIGH,Yes,Pre-classified by arbeitnow scraper,"Wir, die AVENDIS, sind gerade auf der Suche nach Verstärkung für unser PreSales Team durch einen Solution Architect/PreSales-Consultant (w/m/d) . Aufgaben Lösungsorientierte Beratung unserer Kunden An...",listing_page,No,https://www.arbeitnow.com/jobs/companies/avendis-gmbh/solution-architect-presales-consultant-mannheim-437994
